# Time, VRMS, Nu
2.252497045490175435e-03 1.000367859035411477e+01 4.800086526976135701e+02
2.253926197814738394e-03 1.000368953670436589e+01 4.800072560647893170e+02
2.255355357551756552e-03 1.000370046777759292e+01 4.800059210774122107e+02
2.256784524346063490e-03 1.000371138360245205e+01 4.800045094187666450e+02
2.258213698520718064e-03 1.000372228420177834e+01 4.800031600335440203e+02
2.259642879721314099e-03 1.000373316960384962e+01 4.800017337312052064e+02
2.261072068269842292e-03 1.000374403983114746e+01 4.800003703296037543e+02
2.262501263812712222e-03 1.000375489491159797e+01 4.799989297598627331e+02
2.263930466670939674e-03 1.000376573486728660e+01 4.799975527163143170e+02
2.265359676491796384e-03 1.000377655972579483e+01 4.799960982480754978e+02
2.266788893595422967e-03 1.000378736950885283e+01 4.799947079298125914e+02
2.268218117629990614e-03 1.000379816424367618e+01 4.799932399244594308e+02
2.269647348914869290e-03 1.000380894395163267e+01 4.799918366914453713e+02
2.271076587099159130e-03 1.000381970865956660e+01 4.799903555027311768e+02
2.272505832501567867e-03 1.000383045838851181e+01 4.799889397074551880e+02
2.273935084772147133e-03 1.000384119316493070e+01 4.799874456814192740e+02
2.275364344229054755e-03 1.000385191300949295e+01 4.799860176688623028e+02
2.276793610523307736e-03 1.000386261794831633e+01 4.799845111427873690e+02
2.278222883972630224e-03 1.000387330800172414e+01 4.799830712512212472e+02
2.279652164229013268e-03 1.000388398319545047e+01 4.799815525563871006e+02
2.281081451609866598e-03 1.000389464354945268e+01 4.799801011145266330e+02
2.282510745768153142e-03 1.000390528908915400e+01 4.799785705733125951e+02
2.283940047021093545e-03 1.000391591983411743e+01 4.799771079030465444e+02
2.285369355022613506e-03 1.000392653580938429e+01 4.799755658298563503e+02
2.286798670089870786e-03 1.000393713703422449e+01 4.799740922452298832e+02
2.288227991877740414e-03 1.000394772353329564e+01 4.799725389464572345e+02
2.289657320703445201e-03 1.000395829532546088e+01 4.799710547536770946e+02
2.291086656222786951e-03 1.000396885243507228e+01 4.799694905276687678e+02
2.292515998753186235e-03 1.000397939488062704e+01 4.799679960250336990e+02
2.293945347951343878e-03 1.000398992268610243e+01 4.799664211621231402e+02
2.295374704135010047e-03 1.000400043586965104e+01 4.799649166400124045e+02
2.296804066961751194e-03 1.000401093445487355e+01 4.799633314225111462e+02
2.298233436749781526e-03 1.000402141845957082e+01 4.799618171633974271e+02
2.299662813157492790e-03 1.000403188790698827e+01 4.799602218655997490e+02
2.301092196503698971e-03 1.000404234281455906e+01 4.799586981440313593e+02
2.302521586447571142e-03 1.000405278320513958e+01 4.799570930322836944e+02
2.303950983308660546e-03 1.000406320909582547e+01 4.799555601149272093e+02
2.305380386746865972e-03 1.000407362050913207e+01 4.799539454476481524e+02
2.306809797082613831e-03 1.000408401746174292e+01 4.799524035932646484e+02
2.308239213976472515e-03 1.000409439997581629e+01 4.799507796210215247e+02
2.309668637749882382e-03 1.000410476806769111e+01 4.799492290805705466e+02
2.311098068064020711e-03 1.000411512175916151e+01 4.799475960453424364e+02
2.312527505241477113e-03 1.000412546106615785e+01 4.799460370617816238e+02
2.313956948943972705e-03 1.000413578601012965e+01 4.799443952004141352e+02
2.315386399495387732e-03 1.000414609660662535e+01 4.799428280093660533e+02
2.316815856557912119e-03 1.000415639287674274e+01 4.799411775482875555e+02
2.318245320456853789e-03 1.000416667483562705e+01 4.799396023775196909e+02
2.319674790854796883e-03 1.000417694250401368e+01 4.799379435366312805e+02
2.321104268078614911e-03 1.000418719589665884e+01 4.799363606063167254e+02
2.322533751791205133e-03 1.000419743503393555e+01 4.799346935981272395e+02
2.323963242321142823e-03 1.000420765993023586e+01 4.799331031209394496e+02
2.325392739331555523e-03 1.000421787060552603e+01 4.799314281506492534e+02
2.326822243152855147e-03 1.000422806707379664e+01 4.799298303318693115e+02
2.328251753448311485e-03 1.000423824935467465e+01 4.799281475975078592e+02
2.329681270550307531e-03 1.000424841746174387e+01 4.799265426351130372e+02
2.331110794122163814e-03 1.000425857141422625e+01 4.799248523276792753e+02
2.332540324498367113e-03 1.000426871122533967e+01 4.799232404124698519e+02
2.333969861342193725e-03 1.000427883691391351e+01 4.799215427160660852e+02
2.335399404990364750e-03 1.000428894849276062e+01 4.799199240317861381e+02
2.336828955106015973e-03 1.000429904598034270e+01 4.799182191237727579e+02
2.338258512028231189e-03 1.000430912938903028e+01 4.799165938472302173e+02
2.339688075419904621e-03 1.000431919873692621e+01 4.799148818978783311e+02
2.341117645622606790e-03 1.000432925403599604e+01 4.799132501995916869e+02
2.342547222298893214e-03 1.000433929530392341e+01 4.799115313737868860e+02
2.343976805792946042e-03 1.000434932255226350e+01 4.799098934166128174e+02
2.345406395766871065e-03 1.000435933579833403e+01 4.799081678724510880e+02
2.346835992567585221e-03 1.000436933505325676e+01 4.799065238132753279e+02
2.348265595856638757e-03 1.000437932033395683e+01 4.799047917027690460e+02
2.349695205983801799e-03 1.000438929165109236e+01 4.799031416913701946e+02
2.351124822609960627e-03 1.000439924902122613e+01 4.799014031614206601e+02
2.352554446087853912e-03 1.000440919245460591e+01 4.798997473429917022e+02
2.353984076077593381e-03 1.000441912196732730e+01 4.798980025332207333e+02
2.355413712934999008e-03 1.000442903756927038e+01 4.798963410462061461e+02
2.356843356319296510e-03 1.000443893927610794e+01 4.798945900915441598e+02
2.358273006589495149e-03 1.000444882709725469e+01 4.798929230685427001e+02
2.359702663403822741e-03 1.000445870104799795e+01 4.798911660985288563e+02
2.361132327124584093e-03 1.000446856113727989e+01 4.798894936665175237e+02
2.362561997408895494e-03 1.000447840737998284e+01 4.798877308055512003e+02
2.363991674622459207e-03 1.000448823978463864e+01 4.798860530860437166e+02
2.365421358421165507e-03 1.000449805836568018e+01 4.798842844536021062e+02
2.366851049174212556e-03 1.000450786313118634e+01 4.798826015628727646e+02
2.368280746536150557e-03 1.000451765409517080e+01 4.798808272734376033e+02
2.369710450879765080e-03 1.000452743126525768e+01 4.798791393229751066e+02
2.371140161858156098e-03 1.000453719465505209e+01 4.798773594870544912e+02
2.372569879847787229e-03 1.000454694427168434e+01 4.798756665822396030e+02
2.373999604500189389e-03 1.000455668012832433e+01 4.798738813065029944e+02
2.375429336195591847e-03 1.000456640223165650e+01 4.798721835498326982e+02
2.376859074583842404e-03 1.000457611059442620e+01 4.798703929352992645e+02
2.378288820049017944e-03 1.000458580522285601e+01 4.798686904240831836e+02
2.379718572239169529e-03 1.000459548612921168e+01 4.798668945686628717e+02
2.381148331542298855e-03 1.000460515331926459e+01 4.798651873960096736e+02
2.382578097604547921e-03 1.000461480680484527e+01 4.798633863939246567e+02
2.384007870817915226e-03 1.000462444659123307e+01 4.798616746489302614e+02
2.385437650826521816e-03 1.000463407268981264e+01 4.798598685909432220e+02
2.386867438026431514e-03 1.000464368510539259e+01 4.798581523589082849e+02
2.388297232059633391e-03 1.000465328384888686e+01 4.798563413325295528e+02
2.389727033326319479e-03 1.000466286892465106e+01 4.798546206951949102e+02
2.391156841466238886e-03 1.000467244034311953e+01 4.798528047848942037e+02
2.392586656883769966e-03 1.000468199810815229e+01 4.798510798206513073e+02
2.394016479216313879e-03 1.000469154222973245e+01 4.798492591080956231e+02
2.395446308872488644e-03 1.000470107271123688e+01 4.798475298922100478e+02
2.396876145487242087e-03 1.000471058956217796e+01 4.798457044564530065e+02
2.398305989473480462e-03 1.000472009278542629e+01 4.798439710604257016e+02
2.399735840463595483e-03 1.000472958239002530e+01 4.798421409790564667e+02
2.401165698874822407e-03 1.000473905837836952e+01 4.798404034734707011e+02
2.402595564336896215e-03 1.000474852075902810e+01 4.798385688200334016e+02
2.404025437271421501e-03 1.000475796953386620e+01 4.798368272721079961e+02
2.405455317305377205e-03 1.000476740471100179e+01 4.798349881191261943e+02
2.406885204864769780e-03 1.000477682629179732e+01 4.798332425938539814e+02
2.408315099573725415e-03 1.000478623428386449e+01 4.798313990120814196e+02
2.409745001862681046e-03 1.000479562868807015e+01 4.798296495724393367e+02
2.411174911352816433e-03 1.000480500951155349e+01 4.798278016310867429e+02
2.412604828479020681e-03 1.000481437675467511e+01 4.798260483382544521e+02
2.414034752859437784e-03 1.000482373042406792e+01 4.798241961051940621e+02
2.415464684933425928e-03 1.000483307051958981e+01 4.798224390187801873e+02
2.416894624316006605e-03 1.000484239704737810e+01 4.798205825607473685e+02
2.418324571451018357e-03 1.000485171000678442e+01 4.798188217390145383e+02
2.419754525950276042e-03 1.000486100940345224e+01 4.798169611218190198e+02
2.421184488262105930e-03 1.000487029523620919e+01 4.798151966218661073e+02
2.422614457995035577e-03 1.000487956751022445e+01 4.798133319104858288e+02
2.424044435601878118e-03 1.000488882622378739e+01 4.798115637885947535e+02
2.425474420687800947e-03 1.000489807138155207e+01 4.798096950477062705e+02
2.426904413710099292e-03 1.000490730298130693e+01 4.798079233592481501e+02
2.428334414270504494e-03 1.000491652102721041e+01 4.798060506530478051e+02
2.429764422830785198e-03 1.000492572551653581e+01 4.798042754529673175e+02
2.431194438989169038e-03 1.000493491645292821e+01 4.798023988455227595e+02
2.432624463211882464e-03 1.000494409383312266e+01 4.798006201884801385e+02
2.434054495093584351e-03 1.000495325766026156e+01 4.797987397438981247e+02
2.435484535104938571e-03 1.000496240793059677e+01 4.797969576844303674e+02
2.436914582836974957e-03 1.000497154464672356e+01 4.797950734670399129e+02
2.438344638764768785e-03 1.000498066780438222e+01 4.797932880598068550e+02
2.439774702475665333e-03 1.000498977740566353e+01 4.797914001343422115e+02
2.441204774449119187e-03 1.000499887344576777e+01 4.797896114342671581e+02
2.442634854268739466e-03 1.000500795592631320e+01 4.797877198660553972e+02
2.444064942418324067e-03 1.000501702484194055e+01 4.797859279285584080e+02
2.445495038477698679e-03 1.000502608019375117e+01 4.797840327836734104e+02
2.446925142934962012e-03 1.000503512197589906e+01 4.797822376648248905e+02
2.448355255366115122e-03 1.000504415018896687e+01 4.797803390102715184e+02
2.449785376263509829e-03 1.000505316482655438e+01 4.797785407677773719e+02
2.451215505199282659e-03 1.000506216588875574e+01 4.797766386708767641e+02
2.452645642669991268e-03 1.000507115336865560e+01 4.797748373618437085e+02
2.454075788243874692e-03 1.000508012726581342e+01 4.797729318926855626e+02
2.455505942421634408e-03 1.000508908757279158e+01 4.797711275762768537e+02
2.456936104767585942e-03 1.000509803428866284e+01 4.797692188056052487e+02
2.458366275786512574e-03 1.000510696740546202e+01 4.797674115423229750e+02
2.459796455038783768e-03 1.000511588692172893e+01 4.797654995424122149e+02
2.461226643033197388e-03 1.000512479282902945e+01 4.797636893942657252e+02
2.462656839326158621e-03 1.000513368512533319e+01 4.797617742391128104e+02
2.464087044430407492e-03 1.000514256380172107e+01 4.797599612697749762e+02
2.465517257898372332e-03 1.000515142885567599e+01 4.797580430352020926e+02
2.466947480246658130e-03 1.000516028027771576e+01 4.797562273101814867e+02
2.468377711023708558e-03 1.000516911806486497e+01 4.797543060739682801e+02
2.469807950749912905e-03 1.000517794220709256e+01 4.797524876607379838e+02
2.471238198969726713e-03 1.000518675270093105e+01 4.797505635027728772e+02
2.472668456207237266e-03 1.000519554953585377e+01 4.797487424709067341e+02
2.474098722002914148e-03 1.000520433270787812e+01 4.797468154732948165e+02
2.475528996884452434e-03 1.000521310220599780e+01 4.797449918953628298e+02
2.476959280388341383e-03 1.000522185802568309e+01 4.797430621418552050e+02
2.478389573045793222e-03 1.000523060015543564e+01 4.797412360912445592e+02
2.479819874389328598e-03 1.000523932859027454e+01 4.797393036694128341e+02
2.481250184953575407e-03 1.000524804331817208e+01 4.797374752228284365e+02
2.482680504267103898e-03 1.000525674433364820e+01 4.797355402221273266e+02
2.484110832867854422e-03 1.000526543162419202e+01 4.797337094588439754e+02
2.485541170280469378e-03 1.000527410518382432e+01 4.797317719713702218e+02
2.486971517046095755e-03 1.000528276499957059e+01 4.797299389733613566e+02
2.488401872685474994e-03 1.000529141106493469e+01 4.797279990939628647e+02
2.489832237742849695e-03 1.000530004336649448e+01 4.797261639460151059e+02
2.491262611735092433e-03 1.000530866189724932e+01 4.797242217724236752e+02
2.492692995209429968e-03 1.000531726664327437e+01 4.797223845622168596e+02
2.494123387678899833e-03 1.000532585759715865e+01 4.797204401949746853e+02
2.495553789693595852e-03 1.000533443474447104e+01 4.797186010131731564e+02
2.496984200762763888e-03 1.000534299807733341e+01 4.797166545559195470e+02
2.498414621439243397e-03 1.000535154758085987e+01 4.797148134970972819e+02
2.499845051228532806e-03 1.000536008324668558e+01 4.797128650557629044e+02
2.501275490686098810e-03 1.000536860505945924e+01 4.797110222159691943e+02
2.502705939313742273e-03 1.000537711301039323e+01 4.797090719010688531e+02
2.504136397669427024e-03 1.000538560708365310e+01 4.797072273805024452e+02
2.505566865251313610e-03 1.000539408727000890e+01 4.797052753050367642e+02
2.506997342619733324e-03 1.000540255355320163e+01 4.797034292070965193e+02
2.508427829269266243e-03 1.000541100592351818e+01 4.797014754872996605e+02
2.509858325762481454e-03 1.000541944436429453e+01 4.796996279187452501e+02
2.511288831590441015e-03 1.000542786886537350e+01 4.796976726741474977e+02
2.512719347317817365e-03 1.000543627940965408e+01 4.796958237451191280e+02
2.514149872432222630e-03 1.000544467598655096e+01 4.796938670985579165e+02
2.515580407500298162e-03 1.000545305857854395e+01 4.796920169226332860e+02
2.517010952006277710e-03 1.000546142717464093e+01 4.796900590003268690e+02
2.518441506518633195e-03 1.000546978175688650e+01 4.796882076945541939e+02
2.519872070518295887e-03 1.000547812231387290e+01 4.796862486261127287e+02
2.521302644575429061e-03 1.000548644882726812e+01 4.796843963110306390e+02
2.522733228167740871e-03 1.000549476128525228e+01 4.796824362294638604e+02
2.524163821866944567e-03 1.000550305966910258e+01 4.796805830298765159e+02
2.525594425147607586e-03 1.000551134396658348e+01 4.796786220709768145e+02
2.527025038582853510e-03 1.000551961415860802e+01 4.796767681137226873e+02
2.528455661644195360e-03 1.000552787023253742e+01 4.796748064180622464e+02
2.529886294906022199e-03 1.000553611216890459e+01 4.796729518343640848e+02
2.531316937836882407e-03 1.000554433995473858e+01 4.796709895452215164e+02
2.532747591012284808e-03 1.000555255357019746e+01 4.796691344698028843e+02
2.534178253897908118e-03 1.000556075300191594e+01 4.796671717339872316e+02
2.535608927070235209e-03 1.000556893822972349e+01 4.796653163051429942e+02
2.537039609992172273e-03 1.000557710923988353e+01 4.796633532728632758e+02
2.538470303241029211e-03 1.000558526601190401e+01 4.796614976324335089e+02
2.539901006277038575e-03 1.000559340853170021e+01 4.796595344573537432e+02
2.541331719678190711e-03 1.000560153677845143e+01 4.796576787507282233e+02
2.542762442902147309e-03 1.000560965073772302e+01 4.796557155898889846e+02
2.544193176527431276e-03 1.000561775038841894e+01 4.796538599668039069e+02
2.545623920009237092e-03 1.000562583571576525e+01 4.796518969799035972e+02
2.547054673926476241e-03 1.000563390669833019e+01 4.796500415918781073e+02
2.548485437731983546e-03 1.000564196332105205e+01 4.796480789434494341e+02
2.549916212004908582e-03 1.000565000556221662e+01 4.796462239464067352e+02
2.551346996195838403e-03 1.000565803340647086e+01 4.796442618035798660e+02
2.552777790884012358e-03 1.000566604683181637e+01 4.796424073568352355e+02
2.554208595517881188e-03 1.000567404582258213e+01 4.796404458900234999e+02
2.555639410676628295e-03 1.000568203035655124e+01 4.796385921562755357e+02
2.557070235806682603e-03 1.000569000041777734e+01 4.796366315391144894e+02
2.558501071487024117e-03 1.000569795598378242e+01 4.796347786844108896e+02
2.559931917162176166e-03 1.000570589703834123e+01 4.796328190937995259e+02
2.561362773410770944e-03 1.000571382355878036e+01 4.796309672874700709e+02
2.562793639675541978e-03 1.000572173552860633e+01 4.796290089033234381e+02
2.564224516534628802e-03 1.000572963292492012e+01 4.796271583179511708e+02
2.565655403429096138e-03 1.000573751573100800e+01 4.796252013234187643e+02
2.567086300936445142e-03 1.000574538392377733e+01 4.796233521348370346e+02
2.568517208496193163e-03 1.000575323748626921e+01 4.796213967160479115e+02
2.569948126685059862e-03 1.000576107639522760e+01 4.796195491040310230e+02
2.571379054941134914e-03 1.000576890063346802e+01 4.796175954492084088e+02
2.572809993840219009e-03 1.000577671017756032e+01 4.796157495947240932e+02
2.574240942819099043e-03 1.000578450501014416e+01 4.796137978965699631e+02
2.575671902452511455e-03 1.000579228510760110e+01 4.796119539845608415e+02
2.577102872176065262e-03 1.000580005045242160e+01 4.796100044378085272e+02
2.578533852563295176e-03 1.000580780102084688e+01 4.796081626560328459e+02
2.579964843048756801e-03 1.000581553679518798e+01 4.796062154581173900e+02
2.581395844204646076e-03 1.000582325775157599e+01 4.796043759971508393e+02
2.582826855464590964e-03 1.000583096387217452e+01 4.796024313481439094e+02
2.584257877399312887e-03 1.000583865513299742e+01 4.796005944012898112e+02
2.585688909441638799e-03 1.000584633151606617e+01 4.795986525038226773e+02
2.587119952160682034e-03 1.000585399299733602e+01 4.795968182669848829e+02
2.588551004988595174e-03 1.000586163955867747e+01 4.795948793261584910e+02
2.589982068492751623e-03 1.000586927117598712e+01 4.795930479977778305e+02
2.591413142104755790e-03 1.000587688783104312e+01 4.795911122210371786e+02
2.592844226390113218e-03 1.000588448949968345e+01 4.795892840031092987e+02
2.594275320780004175e-03 1.000589207616359211e+01 4.795873515991777367e+02
2.595706425837943174e-03 1.000589964779855556e+01 4.795855266937389842e+02
2.597137540994813847e-03 1.000590720438617964e+01 4.795835978755728775e+02
2.598568666812010874e-03 1.000591474590224728e+01 4.795817764880851541e+02
2.599999802720248752e-03 1.000592227232832521e+01 4.795798514695359813e+02
2.601430949278680464e-03 1.000592978364019814e+01 4.795780338075898612e+02
2.602862105917977571e-03 1.000593727981936176e+01 4.795761128045849091e+02
2.604293273194931667e-03 1.000594476084162565e+01 4.795742990777668524e+02
2.605724450540297145e-03 1.000595222668846773e+01 4.795723823080408579e+02
2.607155638508387111e-03 1.000595967733573310e+01 4.795705727278069617e+02
2.608586836530164127e-03 1.000596711276488548e+01 4.795686604108402094e+02
2.610018045157348320e-03 1.000597453295182149e+01 4.795668551904254286e+02
2.611449263821234018e-03 1.000598193787803503e+01 4.795649475473089751e+02
2.612880493070836915e-03 1.000598932751946535e+01 4.795631469016293522e+02
2.614311732337907136e-03 1.000599670185764012e+01 4.795612441549471328e+02
2.615742982168647521e-03 1.000600406086859451e+01 4.795594483004326207e+02
2.617174241995384992e-03 1.000601140453390947e+01 4.795575506741576532e+02
2.618605512361404583e-03 1.000601873282969656e+01 4.795557598286777079e+02
2.620036792699731876e-03 1.000602604573762200e+01 4.795538675480194115e+02
2.621468083550630886e-03 1.000603334323392879e+01 4.795520819307255351e+02
2.622899384347945548e-03 1.000604062530033467e+01 4.795501952220420776e+02
2.624330695628819543e-03 1.000604789191323363e+01 4.795484150532591912e+02
2.625762016828033993e-03 1.000605514305445531e+01 4.795465341439119697e+02
2.627193348479515099e-03 1.000606237870056425e+01 4.795447596461425519e+02
2.628624690019095225e-03 1.000606959883347002e+01 4.795428847633327223e+02
2.630056041977396359e-03 1.000607680342991657e+01 4.795411161576352015e+02
2.631487403791418333e-03 1.000608399247194846e+01 4.795392475313832392e+02
2.632918775988382209e-03 1.000609116593652104e+01 4.795374850408882708e+02
2.634350158006571515e-03 1.000609832380582631e+01 4.795356229008223181e+02
2.635781550369720519e-03 1.000610546605703099e+01 4.795338667492413265e+02
2.637212952517508334e-03 1.000611259267246211e+01 4.795320113255809247e+02
2.638644364970099167e-03 1.000611970362956171e+01 4.795302617370416556e+02
2.640075787168677437e-03 1.000612679891084866e+01 4.795284132601589135e+02
2.641507219629756625e-03 1.000613387849398528e+01 4.795266704593462919e+02
2.642938661796136179e-03 1.000614094236169471e+01 4.795248291599495474e+02
2.644370114180601659e-03 1.000614799049191639e+01 4.795230933717458583e+02
2.645801576227673358e-03 1.000615502286759906e+01 4.795212594806522475e+02
2.647233048446335189e-03 1.000616203946696459e+01 4.795195309300236772e+02
2.648664530282933242e-03 1.000616904027317666e+01 4.795177046780136720e+02
2.650096022242579528e-03 1.000617602526478578e+01 4.795159835899265772e+02
2.651527523773548282e-03 1.000618299442521320e+01 4.795141652076226251e+02
2.652959035377011957e-03 1.000618994773332560e+01 4.795124518068809607e+02
2.654390556503273980e-03 1.000619688517280004e+01 4.795106415246028746e+02
2.655822087649503498e-03 1.000620380672284604e+01 4.795089360357380315e+02
2.657253628268129841e-03 1.000621071236744797e+01 4.795071340833654290e+02
2.658685178852258999e-03 1.000621760208616884e+01 4.795054367304766174e+02
2.660116738856543352e-03 1.000622447586328789e+01 4.795036433373471141e+02
2.661548308769967619e-03 1.000623133367873052e+01 4.795019543440029679e+02
2.662979888049500036e-03 1.000623817551713124e+01 4.795001697387448303e+02
2.664411477179950277e-03 1.000624500135878314e+01 4.794984893278117397e+02
2.665843075620693940e-03 1.000625181118866891e+01 4.794967137382365650e+02
2.667274683852315347e-03 1.000625860498749375e+01 4.794950421317685709e+02
2.668706301336685929e-03 1.000626538274059385e+01 4.794932757847280413e+02
2.670137928550116516e-03 1.000627214442909896e+01 4.794916132038342766e+02
2.671569564957061542e-03 1.000627889003869342e+01 4.794898563250978327e+02
2.673001211029513678e-03 1.000628561955101503e+01 4.794882029910486949e+02
2.674432866234591460e-03 1.000629233295208387e+01 4.794864558040125075e+02
2.675864531039933835e-03 1.000629903022398182e+01 4.794848119343050712e+02
2.677296204915405407e-03 1.000630571135317481e+01 4.794830746633190870e+02
2.678727888324248033e-03 1.000631237632219239e+01 4.794814404754991415e+02
2.680159580739152614e-03 1.000631902511793569e+01 4.794797133423144260e+02
2.681591282618929657e-03 1.000632565772342630e+01 4.794780890523953190e+02
2.683022993439173557e-03 1.000633227412598458e+01 4.794763722771513699e+02
2.684454713654230509e-03 1.000633887430916502e+01 4.794747580995577891e+02
2.685886442742672995e-03 1.000634545826071609e+01 4.794730519006811278e+02
2.687318181154353842e-03 1.000635202596473938e+01 4.794714480481247847e+02
2.688749928370894743e-03 1.000635857740942569e+01 4.794697526421974203e+02
2.690181684837629570e-03 1.000636511257942729e+01 4.794681593255382950e+02
2.691613450039298180e-03 1.000637163146340747e+01 4.794664749271768756e+02
2.693045224416691641e-03 1.000637813404657450e+01 4.794648923553495479e+02
2.694477007457734326e-03 1.000638462031810150e+01 4.794632191770734835e+02
2.695908799598655415e-03 1.000639109026377049e+01 4.794616475568957981e+02
2.697340600330627117e-03 1.000639754387322000e+01 4.794599858090567182e+02
2.698772410085298508e-03 1.000640398113284846e+01 4.794584253451703830e+02
2.700204228357151650e-03 1.000641040203282373e+01 4.794567752357660879e+02
2.701636055573240335e-03 1.000641680656011090e+01 4.794552261305100842e+02
2.703067891231415460e-03 1.000642319470546227e+01 4.794535878651319081e+02
2.704499735754123824e-03 1.000642956645641490e+01 4.794520503184076574e+02
2.705931588642640669e-03 1.000643592180427888e+01 4.794504241000974503e+02
2.707363450314796260e-03 1.000644226073721832e+01 4.794488983092828107e+02
2.708795320275344826e-03 1.000644858324712416e+01 4.794472843384243106e+02
2.710227198937492730e-03 1.000645488932278404e+01 4.794457704982651762e+02
2.711659085809524361e-03 1.000646117895664311e+01 4.794441689724934577e+02
2.713090981300017406e-03 1.000646745213817290e+01 4.794426672749711997e+02
2.714522884920835422e-03 1.000647370886039056e+01 4.794410783891653978e+02
2.715954797075925686e-03 1.000647994911342842e+01 4.794395890233141131e+02
2.717386717280776895e-03 1.000648617289091824e+01 4.794380129691676302e+02
2.718818645934706346e-03 1.000649238018366027e+01 4.794365361212772996e+02
2.720250582556872111e-03 1.000649857098590267e+01 4.794349730875375712e+02
2.721682527541963680e-03 1.000650474528913136e+01 4.794335089407408077e+02
2.723114480412850130e-03 1.000651090308821978e+01 4.794319591130004028e+02
2.724546441559597913e-03 1.000651704437535017e+01 4.794305078472899027e+02
2.725978410508826145e-03 1.000652316914601414e+01 4.794289714078661291e+02
2.727410387645985181e-03 1.000652927739312403e+01 4.794275332000082130e+02
2.728842372501481470e-03 1.000653536911279495e+01 4.794260103278813290e+02
2.730274365456157940e-03 1.000654144429869596e+01 4.794245853513000952e+02
2.731706366044243071e-03 1.000654750294756035e+01 4.794230762220187216e+02
2.733138374641983209e-03 1.000655354505379435e+01 4.794216646467266969e+02
2.734570390787460521e-03 1.000655957061483115e+01 4.794201694323298852e+02
2.736002414852338211e-03 1.000656557962576798e+01 4.794187714248361090e+02
2.737434446378583363e-03 1.000657157208473613e+01 4.794172902937438039e+02
2.738866485733289051e-03 1.000657754798757182e+01 4.794159060169932332e+02
2.740298532462335460e-03 1.000658350733308311e+01 4.794144391339438585e+02
2.741730586928262884e-03 1.000658945011790202e+01 4.794130687472030559e+02
2.743162648680889763e-03 1.000659537634148855e+01 4.794116162731868371e+02
2.744594718078221824e-03 1.000660128600124565e+01 4.794102599320108880e+02
2.746026794674039182e-03 1.000660717909735808e+01 4.794088220241796989e+02
2.747458878821832946e-03 1.000661305562796954e+01 4.794074798803043791e+02
2.748890970079367457e-03 1.000661891559399308e+01 4.794060566919058601e+02
2.750323068795639588e-03 1.000662475899434511e+01 4.794047288931947719e+02
2.751755174532417858e-03 1.000663058583064569e+01 4.794033205735131560e+02
2.753187287634227456e-03 1.000663639610262123e+01 4.794020072639007140e+02
2.754619407666858422e-03 1.000664218981258813e+01 4.794006139581749153e+02
2.756051534970389415e-03 1.000664796696107928e+01 4.793993152775792055e+02
2.757483669114647613e-03 1.000665372755116245e+01 4.793979371269640524e+02
2.758915810435290297e-03 1.000665947158413793e+01 4.793966532112533514e+02
2.760347958506195656e-03 1.000666519906379293e+01 4.793952903527504077e+02
2.761780113658626051e-03 1.000667090999225906e+01 4.793940213336722991e+02
2.763212275470523262e-03 1.000667660437408202e+01 4.793926739000638122e+02
2.764644444268783349e-03 1.000668228221218037e+01 4.793914199051923219e+02
2.766076619635421657e-03 1.000668794351182811e+01 4.793900880250100727e+02
2.767508801892996570e-03 1.000669358827677513e+01 4.793888491777113927e+02
2.768940990627605236e-03 1.000669921651305749e+01 4.793875329751750769e+02
2.770373186157499158e-03 1.000670482822523688e+01 4.793863093945381593e+02
2.771805388072864657e-03 1.000671042342009187e+01 4.793850089895166207e+02
2.773237596687677144e-03 1.000671600210300483e+01 4.793838007903295306e+02
2.774669811596216888e-03 1.000672156428153059e+01 4.793825162982982420e+02
2.776102033108215732e-03 1.000672710996185621e+01 4.793813235909964305e+02
2.777534260822052230e-03 1.000673263915231814e+01 4.793800551229965095e+02
2.778966495043247182e-03 1.000673815185991344e+01 4.793788780136372907e+02
2.780398735374279163e-03 1.000674364809374595e+01 4.793776256762445200e+02
2.781830982116492192e-03 1.000674912786164406e+01 4.793764642664608573e+02
2.783263234876465295e-03 1.000675459117348254e+01 4.793752281617453832e+02
2.784695493951400841e-03 1.000676003803791048e+01 4.793740825487255961e+02
2.786127758951977441e-03 1.000676546846558068e+01 4.793728627742349317e+02
2.787560030171290504e-03 1.000677088246597357e+01 4.793717330506903522e+02
2.788992307224116059e-03 1.000677628005050046e+01 4.793705296994088485e+02
2.790424590399479422e-03 1.000678166122949797e+01 4.793694159535584163e+02
2.791856879316249700e-03 1.000678702601510928e+01 4.793682291138980531e+02
2.793289174259419409e-03 1.000679237441854319e+01 4.793671314294442709e+02
2.794721474851945102e-03 1.000679770645271205e+01 4.793659611852200442e+02
2.796153781374823791e-03 1.000680302212961159e+01 4.793648796401382697e+02
2.797586093455097303e-03 1.000680832146294463e+01 4.793637260716452033e+02
2.799018411369797940e-03 1.000681360446558621e+01 4.793626607417983791e+02
2.800450734750044562e-03 1.000681887115198165e+01 4.793615239225127880e+02
2.801883063868950297e-03 1.000682412153581069e+01 4.793604748778951716e+02
2.803315398361699330e-03 1.000682935563231624e+01 4.793593548777586193e+02
2.804747738497524213e-03 1.000683457345600225e+01 4.793583221838517829e+02
2.806180083915664047e-03 1.000683977502288258e+01 4.793572190681586562e+02
