# Time, VRMS, Nu
6.873064520242941518e-03 1.001411032604140594e+01 4.806570742798186302e+02
6.874496911507467500e-03 1.001411395835265594e+01 4.806573633589107430e+02
6.875929302706387976e-03 1.001411758990383483e+01 4.806576521369491957e+02
6.877361693840258056e-03 1.001412122069305077e+01 4.806579406255049776e+02
6.878794084909579942e-03 1.001412485071841019e+01 4.806582288138050103e+02
6.880226475914908747e-03 1.001412847997802125e+01 4.806585167122935900e+02
6.881658866856751010e-03 1.001413210847000457e+01 4.806588043112928403e+02
6.883091257735660974e-03 1.001413573619249320e+01 4.806590916201933510e+02
6.884523648552148649e-03 1.001413936314358288e+01 4.806593786303316165e+02
6.885956039306769146e-03 1.001414298932140667e+01 4.806596653501665060e+02
6.887388430000035942e-03 1.001414661472410472e+01 4.806599517719266146e+02
6.888820820632504151e-03 1.001415023934976745e+01 4.806602379032157160e+02
6.890253211204690718e-03 1.001415386319654033e+01 4.806605237371016415e+02
6.891685601717149889e-03 1.001415748626255464e+01 4.806608092804099215e+02
6.893117992170402948e-03 1.001416110854590613e+01 4.806610945269497392e+02
6.894550382565004139e-03 1.001416473004478469e+01 4.806613794828561481e+02
6.895982772901478215e-03 1.001416835075727008e+01 4.806616641426113006e+02
6.897415163180380289e-03 1.001417197068153797e+01 4.806619485117115005e+02
6.898847553402236848e-03 1.001417558981567879e+01 4.806622325852521271e+02
6.900279943567603873e-03 1.001417920815786111e+01 4.806625163681783874e+02
6.901712333677011320e-03 1.001418282570623219e+01 4.806627998561148729e+02
6.903144723731016036e-03 1.001418644245892153e+01 4.806630830535017367e+02
6.904577113730150581e-03 1.001419005841405685e+01 4.806633659564708410e+02
6.906009503674972669e-03 1.001419367356980672e+01 4.806636485689737697e+02
6.907441893566017461e-03 1.001419728792431840e+01 4.806639308876158907e+02
6.908874283403842673e-03 1.001420090147571962e+01 4.806642129159432670e+02
6.910306673188986934e-03 1.001420451422218250e+01 4.806644946509388774e+02
6.911739062922009694e-03 1.001420812616185074e+01 4.806647760957704349e+02
6.913171452603451318e-03 1.001421173729288583e+01 4.806650572478122285e+02
6.914603842233872123e-03 1.001421534761342969e+01 4.806653381098903992e+02
6.916036231813815077e-03 1.001421895712165266e+01 4.806656186796889187e+02
6.917468621343841363e-03 1.001422256581572512e+01 4.806658989597545997e+02
6.918901010824497419e-03 1.001422617369378898e+01 4.806661789480607467e+02
6.920333400256344428e-03 1.001422978075401282e+01 4.806664586468774587e+02
6.921765789639931429e-03 1.001423338699457766e+01 4.806667380544396906e+02
6.923198178975821342e-03 1.001423699241365028e+01 4.806670171727932939e+02
6.924630568264564072e-03 1.001424059700938329e+01 4.806672960004023594e+02
6.926062957506725140e-03 1.001424420077997546e+01 4.806675745390782595e+02
6.927495346702857056e-03 1.001424780372357226e+01 4.806678527875226337e+02
6.928927735853525338e-03 1.001425140583837248e+01 4.806681307473632501e+02
6.930360124959285099e-03 1.001425500712255179e+01 4.806684084174666509e+02
6.931792514020703594e-03 1.001425860757428588e+01 4.806686857992925752e+02
6.933224903038337668e-03 1.001426220719176285e+01 4.806689628918921926e+02
6.934657292012756311e-03 1.001426580597317617e+01 4.806692396965656826e+02
6.936089680944518970e-03 1.001426940391669440e+01 4.806695162125167826e+02
6.937522069834194637e-03 1.001427300102052520e+01 4.806697924409057805e+02
6.938954458682345360e-03 1.001427659728285846e+01 4.806700683810776695e+02
6.940386847489541863e-03 1.001428019270188052e+01 4.806703440340807560e+02
6.941819236256347933e-03 1.001428378727579194e+01 4.806706193993674106e+02
6.943251624983336028e-03 1.001428738100280214e+01 4.806708944778796422e+02
6.944684013671071666e-03 1.001429097388109213e+01 4.806711692691868620e+02
6.946116402320129044e-03 1.001429456590888911e+01 4.806714437741424604e+02
6.947548790931075413e-03 1.001429815708437054e+01 4.806717179923965091e+02
6.948981179504485836e-03 1.001430174740578671e+01 4.806719919247336179e+02
6.950413568040930169e-03 1.001430533687130975e+01 4.806722655708686034e+02
6.951845956540985208e-03 1.001430892547916685e+01 4.806725389315320172e+02
6.953278345005222544e-03 1.001431251322757277e+01 4.806728120065254188e+02
6.954710733434220707e-03 1.001431610011476359e+01 4.806730847964876148e+02
6.956143121828552156e-03 1.001431968613893808e+01 4.806733573012971306e+02
6.957575510188797156e-03 1.001432327129833055e+01 4.806736295215417840e+02
6.959007898515530768e-03 1.001432685559114688e+01 4.806739014571597295e+02
6.960440286809334125e-03 1.001433043901564091e+01 4.806741731086903542e+02
6.961872675070784888e-03 1.001433402157003627e+01 4.806744444761239379e+02
6.963305063300465059e-03 1.001433760325256195e+01 4.806747155599529719e+02
6.964737451498953166e-03 1.001434118406144336e+01 4.806749863602127562e+02
6.966169839666833813e-03 1.001434476399494322e+01 4.806752568773708276e+02
6.967602227804687264e-03 1.001434834305127630e+01 4.806755271114940342e+02
6.969034615913099855e-03 1.001435192122871243e+01 4.806757970630191039e+02
6.970467003992653586e-03 1.001435549852547702e+01 4.806760667320548350e+02
6.971899392043934794e-03 1.001435907493982924e+01 4.806763361190047021e+02
6.973331780067528948e-03 1.001436265047001584e+01 4.806766052240138265e+02
6.974764168064023252e-03 1.001436622511429952e+01 4.806768740474575452e+02
6.976196556034004910e-03 1.001436979887091994e+01 4.806771425895130392e+02
6.977628943978062860e-03 1.001437337173814690e+01 4.806774108505357503e+02
6.979061331896785174e-03 1.001437694371423959e+01 4.806776788307178663e+02
6.980493719790762525e-03 1.001438051479747138e+01 4.806779465304155678e+02
6.981926107660584718e-03 1.001438408498611388e+01 4.806782139498388347e+02
6.983358495506844163e-03 1.001438765427841915e+01 4.806784810893060467e+02
6.984790883330132399e-03 1.001439122267266590e+01 4.806787479490739088e+02
6.986223271131043570e-03 1.001439479016713108e+01 4.806790145294518197e+02
6.987655658910170084e-03 1.001439835676010581e+01 4.806792808306821598e+02
6.989088046668106950e-03 1.001440192244985816e+01 4.806795468530910966e+02
6.990520434405448312e-03 1.001440548723467572e+01 4.806798125969368698e+02
6.991952822122791782e-03 1.001440905111284252e+01 4.806800780625164293e+02
6.993385209820733237e-03 1.001441261408265504e+01 4.806803432501158113e+02
6.994817597499870289e-03 1.001441617614240442e+01 4.806806081600322500e+02
6.996249985160800551e-03 1.001441973729039248e+01 4.806808727925517815e+02
6.997682372804123370e-03 1.001442329752491389e+01 4.806811371479634545e+02
6.999114760430438092e-03 1.001442685684426337e+01 4.806814012265657539e+02
7.000547148040344933e-03 1.001443041524675515e+01 4.806816650286569939e+02
7.001979535634444973e-03 1.001443397273069280e+01 4.806819285545280422e+02
7.003411923213340162e-03 1.001443752929438524e+01 4.806821918044774407e+02
7.004844310777632449e-03 1.001444108493615381e+01 4.806824547788150994e+02
7.006276698327925517e-03 1.001444463965431275e+01 4.806827174778300673e+02
7.007709085864823051e-03 1.001444819344718873e+01 4.806829799018324252e+02
7.009141473388929601e-03 1.001445174631307999e+01 4.806832420511089481e+02
7.010573860900849719e-03 1.001445529825033454e+01 4.806835039259964333e+02
7.012006248401188822e-03 1.001445884925730034e+01 4.806837655267635796e+02
7.013438635890554065e-03 1.001446239933226146e+01 4.806840268537480370e+02
7.014871023369552601e-03 1.001446594847358718e+01 4.806842879072361256e+02
7.016303410838791582e-03 1.001446949667961483e+01 4.806845486875583902e+02
7.017735798298879897e-03 1.001447304394867288e+01 4.806848091949992750e+02
7.019168185750426434e-03 1.001447659027911818e+01 4.806850694298961457e+02
7.020600573194040080e-03 1.001448013566929518e+01 4.806853293925337312e+02
7.022032960630332325e-03 1.001448368011755008e+01 4.806855890832587193e+02
7.023465348059912926e-03 1.001448722362224508e+01 4.806858485023608409e+02
7.024897735483394239e-03 1.001449076618173173e+01 4.806861076501732555e+02
7.026330122901387754e-03 1.001449430779437400e+01 4.806863665269902981e+02
7.027762510314506696e-03 1.001449784845853586e+01 4.806866251331655349e+02
7.029194897723363422e-03 1.001450138817260083e+01 4.806868834689451546e+02
7.030627285128572893e-03 1.001450492693492578e+01 4.806871415347442849e+02
7.032059672530749199e-03 1.001450846474388001e+01 4.806873993308364561e+02
7.033492059930507301e-03 1.001451200159785060e+01 4.806876568575532360e+02
7.034924447328462158e-03 1.001451553749521750e+01 4.806879141152123793e+02
7.036356834725230464e-03 1.001451907243436601e+01 4.806881711041413041e+02
7.037789222121428913e-03 1.001452260641367431e+01 4.806884278246578219e+02
7.039221609517674200e-03 1.001452613943154368e+01 4.806886842770985027e+02
7.040653996914584753e-03 1.001452967148638251e+01 4.806889404617812716e+02
7.042086384312778134e-03 1.001453320257655122e+01 4.806891963790439490e+02
7.043518771712873640e-03 1.001453673270049194e+01 4.806894520292031530e+02
7.044951159115490566e-03 1.001454026185659174e+01 4.806897074125986933e+02
7.046383546521249076e-03 1.001454379004325368e+01 4.806899625295479836e+02
7.047815933930768467e-03 1.001454731725889502e+01 4.806902173803974279e+02
7.049248321344670637e-03 1.001455084350193125e+01 4.806904719654725682e+02
7.050680708763575749e-03 1.001455436877079563e+01 4.806907262851061091e+02
7.052113096188106570e-03 1.001455789306388944e+01 4.806909803396245024e+02
7.053545483618884997e-03 1.001456141637965658e+01 4.806912341293811437e+02
7.054977871056533796e-03 1.001456493871650899e+01 4.806914876546939013e+02
7.056410258501675734e-03 1.001456846007289769e+01 4.806917409159106001e+02
7.057842645954935309e-03 1.001457198044726127e+01 4.806919939133530875e+02
7.059275033416935290e-03 1.001457549983800988e+01 4.806922466473765780e+02
7.060707420888301042e-03 1.001457901824363184e+01 4.806924991183056477e+02
7.062139808369657934e-03 1.001458253566254974e+01 4.806927513264828349e+02
7.063572195861630466e-03 1.001458605209320929e+01 4.806930032722509054e+02
7.065004583364844874e-03 1.001458956753408458e+01 4.806932549559534209e+02
7.066436970879927393e-03 1.001459308198363019e+01 4.806935063779141615e+02
7.067869358407504257e-03 1.001459659544029535e+01 4.806937575384935144e+02
7.069301745948202570e-03 1.001460010790255772e+01 4.806940084380240137e+02
7.070734133502649434e-03 1.001460361936890564e+01 4.806942590768484251e+02
7.072166521071472818e-03 1.001460712983777945e+01 4.806945094553144600e+02
7.073598908655301561e-03 1.001461063930767459e+01 4.806947595737659640e+02
7.075031296254762764e-03 1.001461414777708292e+01 4.806950094325418377e+02
7.076463683870486132e-03 1.001461765524445546e+01 4.806952590319853016e+02
7.077896071503100503e-03 1.001462116170831429e+01 4.806955083724488418e+02
7.079328459153235581e-03 1.001462466716714239e+01 4.806957574542784641e+02
7.080760846821521071e-03 1.001462817161942276e+01 4.806960062778181850e+02
7.082193234508587544e-03 1.001463167506368990e+01 4.806962548434121345e+02
7.083625622215065573e-03 1.001463517749841436e+01 4.806965031514105817e+02
7.085058009941585730e-03 1.001463867892212001e+01 4.806967512021594189e+02
7.086490397688778586e-03 1.001464217933332712e+01 4.806969989960128373e+02
7.087922785457276449e-03 1.001464567873053468e+01 4.806972465333081459e+02
7.089355173247710758e-03 1.001464917711227720e+01 4.806974938144043108e+02
7.090787561060713819e-03 1.001465267447706786e+01 4.806977408396458600e+02
7.092219948896917071e-03 1.001465617082343407e+01 4.806979876093831194e+02
7.093652336756953690e-03 1.001465966614992453e+01 4.806982341239688594e+02
7.095084724641456848e-03 1.001466316045504712e+01 4.806984803837497680e+02
7.096517112551058853e-03 1.001466665373737364e+01 4.806987263890817985e+02
7.097949500486393747e-03 1.001467014599542615e+01 4.806989721403103317e+02
7.099381888448094702e-03 1.001467363722776405e+01 4.806992176377933674e+02
7.100814276436795761e-03 1.001467712743293426e+01 4.806994628818719093e+02
7.102246664453130964e-03 1.001468061660948727e+01 4.806997078729048667e+02
7.103679052497734354e-03 1.001468410475599846e+01 4.806999526112464878e+02
7.105111440571240840e-03 1.001468759187100765e+01 4.807001970972449385e+02
7.106543828674285329e-03 1.001469107795311331e+01 4.807004413312506017e+02
7.107976216807502731e-03 1.001469456300086414e+01 4.807006853136261384e+02
7.109408604971527955e-03 1.001469804701285149e+01 4.807009290447122680e+02
7.110840993166995909e-03 1.001470152998764362e+01 4.807011725248718790e+02
7.112273381394543237e-03 1.001470501192383900e+01 4.807014157544476802e+02
7.113705769654804847e-03 1.001470849282000941e+01 4.807016587338100067e+02
7.115138157948416517e-03 1.001471197267475688e+01 4.807019014632932112e+02
7.116570546276014889e-03 1.001471545148668163e+01 4.807021439432630814e+02
7.118002934638236606e-03 1.001471892925437146e+01 4.807023861740631787e+02
7.119435323035717446e-03 1.001472240597644436e+01 4.807026281560598022e+02
7.120867711469094051e-03 1.001472588165151123e+01 4.807028698895991852e+02
7.122300099939003065e-03 1.001472935627818117e+01 4.807031113750347799e+02
7.123732488446081132e-03 1.001473282985507041e+01 4.807033526127241885e+02
7.125164876990965762e-03 1.001473630238080759e+01 4.807035936030117682e+02
7.126597265574293599e-03 1.001473977385400005e+01 4.807038343462627950e+02
7.128029654196702154e-03 1.001474324427329243e+01 4.807040748428286747e+02
7.129462042858828938e-03 1.001474671363733115e+01 4.807043150930551860e+02
7.130894431561311461e-03 1.001475018194473598e+01 4.807045550973057857e+02
7.132326820304788102e-03 1.001475364919414801e+01 4.807047948559231827e+02
7.133759209089895505e-03 1.001475711538423496e+01 4.807050343692724255e+02
7.135191597917272047e-03 1.001476058051363616e+01 4.807052736376990083e+02
7.136623986787555239e-03 1.001476404458101044e+01 4.807055126615563836e+02
7.138056375701383460e-03 1.001476750758500955e+01 4.807057514412032901e+02
7.139488764659395088e-03 1.001477096952431722e+01 4.807059899769864160e+02
7.140921153662227634e-03 1.001477443039757631e+01 4.807062282692624535e+02
7.142353542710520344e-03 1.001477789020347764e+01 4.807064663183754192e+02
7.143785931804910727e-03 1.001478134894069072e+01 4.807067041246913277e+02
7.145218320946037163e-03 1.001478480660790105e+01 4.807069416885502164e+02
7.146650710134538897e-03 1.001478826320380477e+01 4.807071790103092326e+02
7.148083099371054308e-03 1.001479171872707497e+01 4.807074160903210327e+02
7.149515488656221773e-03 1.001479517317642554e+01 4.807076529289261657e+02
7.150947877990680539e-03 1.001479862655052777e+01 4.807078895264851894e+02
7.152380267375068983e-03 1.001480207884812579e+01 4.807081258833529773e+02
7.153812656810026351e-03 1.001480553006788377e+01 4.807083619998628023e+02
7.155245046296191021e-03 1.001480898020854937e+01 4.807085978763785761e+02
7.156677435834202239e-03 1.001481242926882054e+01 4.807088335132477255e+02
7.158109825424699250e-03 1.001481587724742361e+01 4.807090689108148922e+02
7.159542215068320434e-03 1.001481932414308673e+01 4.807093040694335286e+02
7.160974604765705902e-03 1.001482276995453979e+01 4.807095389894433879e+02
7.162406994517494033e-03 1.001482621468050205e+01 4.807097736711937728e+02
7.163839384324324072e-03 1.001482965831973537e+01 4.807100081150452411e+02
7.165271774186835266e-03 1.001483310087098388e+01 4.807102423213190150e+02
7.166704164105665992e-03 1.001483654233297393e+01 4.807104762903917390e+02
7.168136554081456363e-03 1.001483998270446385e+01 4.807107100225902627e+02
7.169568944114845625e-03 1.001484342198421906e+01 4.807109435182616153e+02
7.171001334206473024e-03 1.001484686017100145e+01 4.807111767777509499e+02
7.172433724356977805e-03 1.001485029726357645e+01 4.807114098014087631e+02
7.173866114566999214e-03 1.001485373326072725e+01 4.807116425895627572e+02
7.175298504837176496e-03 1.001485716816117844e+01 4.807118751425764458e+02
7.176730895168148897e-03 1.001486060196376293e+01 4.807121074607700280e+02
7.178163285560556529e-03 1.001486403466724440e+01 4.807123395444976381e+02
7.179595676015037772e-03 1.001486746627041313e+01 4.807125713941066465e+02
7.181028066532232738e-03 1.001487089677205056e+01 4.807128030099216289e+02
7.182460457112780673e-03 1.001487432617098072e+01 4.807130343922921725e+02
7.183892847757320822e-03 1.001487775446598327e+01 4.807132655415425688e+02
7.185325238466493299e-03 1.001488118165587160e+01 4.807134964580332053e+02
7.186757629240937348e-03 1.001488460773945910e+01 4.807137271420845082e+02
7.188190020081292216e-03 1.001488803271554673e+01 4.807139575940350937e+02
7.189622410988197147e-03 1.001489145658297630e+01 4.807141878142286373e+02
7.191054801962292256e-03 1.001489487934055944e+01 4.807144178029918749e+02
7.192487193004216788e-03 1.001489830098712908e+01 4.807146475606587614e+02
7.193919584114609987e-03 1.001490172152151992e+01 4.807148770875638206e+02
7.195351975294111968e-03 1.001490514094255957e+01 4.807151063840440202e+02
7.196784366543361976e-03 1.001490855924910761e+01 4.807153354504283698e+02
7.198216757863000123e-03 1.001491197644000408e+01 4.807155642870372390e+02
7.199649149253664789e-03 1.001491539251409968e+01 4.807157928942136778e+02
7.201081540715996952e-03 1.001491880747025398e+01 4.807160212722787946e+02
7.202513932250635860e-03 1.001492222130731236e+01 4.807162494215637594e+02
7.203946323858220757e-03 1.001492563402416813e+01 4.807164773423904762e+02
7.205378715539391757e-03 1.001492904561966668e+01 4.807167050350885802e+02
7.206811107294788105e-03 1.001493245609270488e+01 4.807169324999780429e+02
7.208243499125049913e-03 1.001493586544214232e+01 4.807171597373886129e+02
7.209675891030817296e-03 1.001493927366687764e+01 4.807173867476422515e+02
7.211108283012729499e-03 1.001494268076579885e+01 4.807176135310532459e+02
7.212540675071426634e-03 1.001494608673777797e+01 4.807178400879550395e+02
7.213973067207548814e-03 1.001494949158174563e+01 4.807180664186454351e+02
7.215405459421735286e-03 1.001495289529657740e+01 4.807182925234673689e+02
7.216837851714627029e-03 1.001495629788119501e+01 4.807185184027216565e+02
7.218270244086863290e-03 1.001495969933450603e+01 4.807187440567295198e+02
7.219702636539084180e-03 1.001496309965542508e+01 4.807189694858001303e+02
7.221135029071929813e-03 1.001496649884287571e+01 4.807191946902541417e+02
7.222567421686040302e-03 1.001496989689578321e+01 4.807194196704011802e+02
7.223999814382056628e-03 1.001497329381306756e+01 4.807196444265500759e+02
7.225432207160618035e-03 1.001497668959368070e+01 4.807198689590172762e+02
7.226864600022365505e-03 1.001498008423655151e+01 4.807200932681070071e+02
7.228296992967939150e-03 1.001498347774062481e+01 4.807203173541231536e+02
7.229729385997979083e-03 1.001498687010485611e+01 4.807205412173742047e+02
7.231161779113126284e-03 1.001499026132817960e+01 4.807207648581683088e+02
7.232594172314021734e-03 1.001499365140958453e+01 4.807209882768048033e+02
7.234026565601305546e-03 1.001499704034800686e+01 4.807212114735841055e+02
7.235458958975619567e-03 1.001500042814241809e+01 4.807214344488177744e+02
7.236891352437603911e-03 1.001500381479179858e+01 4.807216572027896859e+02
7.238323745987899557e-03 1.001500720029510916e+01 4.807218797358078746e+02
7.239756139627147487e-03 1.001501058465134442e+01 4.807221020481621849e+02
7.241188533355989547e-03 1.001501396785949360e+01 4.807223241401546829e+02
7.242620927175066718e-03 1.001501734991854420e+01 4.807225460120800449e+02
7.244053321085019981e-03 1.001502073082746591e+01 4.807227676642207825e+02
7.245485715086492050e-03 1.001502411058529773e+01 4.807229890968724249e+02
7.246918109180123906e-03 1.001502748919100227e+01 4.807232103103302734e+02
7.248350503366557396e-03 1.001503086664362208e+01 4.807234313048697345e+02
7.249782897646435235e-03 1.001503424294215350e+01 4.807236520807873035e+02
7.251215292020398405e-03 1.001503761808561777e+01 4.807238726383642415e+02
7.252647686489090487e-03 1.001504099207303966e+01 4.807240929778802183e+02
7.254080081053153328e-03 1.001504436490344574e+01 4.807243130996261584e+02
7.255512475713228777e-03 1.001504773657585723e+01 4.807245330038691122e+02
7.256944870469961284e-03 1.001505110708931845e+01 4.807247526908988675e+02
7.258377265323992696e-03 1.001505447644286839e+01 4.807249721609854873e+02
7.259809660275966595e-03 1.001505784463555671e+01 4.807251914144044349e+02
7.261242055326526564e-03 1.001506121166642771e+01 4.807254104514362893e+02
7.262674450476316185e-03 1.001506457753452928e+01 4.807256292723378692e+02
7.264106845725979041e-03 1.001506794223894303e+01 4.807258478772485546e+02
7.265539241076159581e-03 1.001507130577868843e+01 4.807260662667184192e+02
7.266971636527501388e-03 1.001507466815289682e+01 4.807262844408799651e+02
7.268404032080648912e-03 1.001507802936058411e+01 4.807265023999851223e+02
7.269836427736247469e-03 1.001508138940084791e+01 4.807267201443065687e+02
7.271268823494941511e-03 1.001508474827277695e+01 4.807269376740993039e+02
7.272701219357377220e-03 1.001508810597545462e+01 4.807271549896207148e+02
7.274133615324199047e-03 1.001509146250795190e+01 4.807273720911414898e+02
7.275566011396053176e-03 1.001509481786940015e+01 4.807275889789152643e+02
7.276998407573585792e-03 1.001509817205886499e+01 4.807278056531778816e+02
7.278430803857443079e-03 1.001510152507547602e+01 4.807280221142011101e+02
7.279863200248272090e-03 1.001510487691830775e+01 4.807282383622247153e+02
7.281295596746719008e-03 1.001510822758651464e+01 4.807284543975102906e+02
7.282727993353431753e-03 1.001511157707918542e+01 4.807286702202904394e+02
7.284160390069057377e-03 1.001511492539544435e+01 4.807288858308186263e+02
7.285592786894244666e-03 1.001511827253443165e+01 4.807291012293347876e+02
7.287025183829641539e-03 1.001512161849527693e+01 4.807293164160871015e+02
7.288457580875895916e-03 1.001512496327710622e+01 4.807295313913049313e+02
7.289889978033657451e-03 1.001512830687907041e+01 4.807297461552278151e+02
7.291322375303575798e-03 1.001513164930030975e+01 4.807299607080989858e+02
7.292754772686300610e-03 1.001513499053996092e+01 4.807301750501439415e+02
7.294187170182481542e-03 1.001513833059718905e+01 4.807303891816030728e+02
7.295619567792769114e-03 1.001514166947114859e+01 4.807306031026960795e+02
7.297051965517814716e-03 1.001514500716101175e+01 4.807308168136524955e+02
7.298484363358269736e-03 1.001514834366593831e+01 4.807310303147086756e+02
7.299916761314785563e-03 1.001515167898509695e+01 4.807312436060725531e+02
7.301349159388014452e-03 1.001515501311765988e+01 4.807314566879796871e+02
7.302781557578609528e-03 1.001515834606281175e+01 4.807316695606419898e+02
7.304213955887223914e-03 1.001516167781973365e+01 4.807318822242789338e+02
7.305646354314510732e-03 1.001516500838762092e+01 4.807320946790982816e+02
7.307078752861124842e-03 1.001516833776566529e+01 4.807323069253325798e+02
7.308511151527720233e-03 1.001517166595305852e+01 4.807325189631823719e+02
7.309943550314951764e-03 1.001517499294900304e+01 4.807327307928520099e+02
7.311375949223475161e-03 1.001517831875271547e+01 4.807329424145501662e+02
7.312808348253947016e-03 1.001518164336338756e+01 4.807331538284881844e+02
7.314240747407023922e-03 1.001518496678025549e+01 4.807333650348726906e+02
7.315673146683362472e-03 1.001518828900252167e+01 4.807335760338972364e+02
7.317105546083620994e-03 1.001519161002942226e+01 4.807337868257608307e+02
7.318537945608457815e-03 1.001519492986017212e+01 4.807339974106623117e+02
7.319970345258532129e-03 1.001519824849400919e+01 4.807342077887858522e+02
7.321402745034502266e-03 1.001520156593017141e+01 4.807344179603469456e+02
7.322835144937029153e-03 1.001520488216790383e+01 4.807346279255179411e+02
7.324267544966773721e-03 1.001520819720643374e+01 4.807348376844878430e+02
7.325699945124396900e-03 1.001521151104503282e+01 4.807350472374528181e+02
7.327132345410560486e-03 1.001521482368293547e+01 4.807352565845900472e+02
7.328564745825927144e-03 1.001521813511940628e+01 4.807354657260810313e+02
7.329997146371160406e-03 1.001522144535371694e+01 4.807356746621056800e+02
7.331429547046923803e-03 1.001522475438511250e+01 4.807358833928399804e+02
7.332861947853881734e-03 1.001522806221287532e+01 4.807360919184620229e+02
7.334294348792700334e-03 1.001523136883628773e+01 4.807363002391415989e+02
7.335726749864044868e-03 1.001523467425461966e+01 4.807365083550500913e+02
7.337159151068582338e-03 1.001523797846715169e+01 4.807367162663579165e+02
7.338591552406979746e-03 1.001524128147316084e+01 4.807369239732358892e+02
7.340023953879905826e-03 1.001524458327196321e+01 4.807371314758304948e+02
7.341456355488029314e-03 1.001524788386283049e+01 4.807373387743264743e+02
7.342888757232019815e-03 1.001525118324507702e+01 4.807375458688638901e+02
7.344321159112546932e-03 1.001525448141800290e+01 4.807377527596041205e+02
7.345753561130282869e-03 1.001525777838090825e+01 4.807379594467127504e+02
7.347185963285898964e-03 1.001526107413311273e+01 4.807381659303417791e+02
7.348618365580068292e-03 1.001526436867393066e+01 4.807383722106206960e+02
7.350050768013464790e-03 1.001526766200267637e+01 4.807385782877229303e+02
7.351483170586762400e-03 1.001527095411867663e+01 4.807387841617834852e+02
7.352915573300636796e-03 1.001527424502125285e+01 4.807389898329419111e+02
7.354347976155763654e-03 1.001527753470974424e+01 4.807391953013427042e+02
7.355780379152820382e-03 1.001528082318349711e+01 4.807394005669533499e+02
7.357212782292485258e-03 1.001528411044182754e+01 4.807396056302658280e+02
7.358645185575436558e-03 1.001528739648407829e+01 4.807398104912247163e+02
7.360077589002353426e-03 1.001529068130963118e+01 4.807400151499761023e+02
7.361509992573916743e-03 1.001529396491779700e+01 4.807402196066385613e+02
7.362942396290808253e-03 1.001529724730795401e+01 4.807404238613439134e+02
7.364374800153710571e-03 1.001530052847945740e+01 4.807406279142177823e+02
7.365807204163306310e-03 1.001530380843166768e+01 4.807408317653859626e+02
7.367239608320280686e-03 1.001530708716394535e+01 4.807410354149711793e+02
7.368672012625318048e-03 1.001531036467567048e+01 4.807412388630832538e+02
7.370104417079105345e-03 1.001531364096622312e+01 4.807414421098382604e+02
7.371536821682329529e-03 1.001531691603497087e+01 4.807416451553619368e+02
7.372969226435678418e-03 1.001532018988129380e+01 4.807418479997550662e+02
7.374401631339842431e-03 1.001532346250459327e+01 4.807420506431255944e+02
7.375834036395511120e-03 1.001532673390423511e+01 4.807422530855927789e+02
7.377266441603375774e-03 1.001533000407963669e+01 4.807424553272538219e+02
7.378698846964128547e-03 1.001533327303018339e+01 4.807426573682029698e+02
7.380131252478463327e-03 1.001533654075528545e+01 4.807428592085533410e+02
7.381563658147074873e-03 1.001533980725433004e+01 4.807430608483957712e+02
7.382996063970658808e-03 1.001534307252673273e+01 4.807432622878299071e+02
7.384428469949911623e-03 1.001534633657191797e+01 4.807434635269486307e+02
7.385860876085530678e-03 1.001534959938929070e+01 4.807436645658270322e+02
7.387293282378215933e-03 1.001535286097827715e+01 4.807438654045860176e+02
7.388725688828666482e-03 1.001535612133828046e+01 4.807440660432870914e+02
7.390158095437584021e-03 1.001535938046875529e+01 4.807442664820173945e+02
7.391590502205671112e-03 1.001536263836911189e+01 4.807444667208638975e+02
7.393022909133631186e-03 1.001536589503880492e+01 4.807446667599074317e+02
7.394455316222168541e-03 1.001536915047724818e+01 4.807448665992156975e+02
7.395887723471989209e-03 1.001537240468388923e+01 4.807450662388761771e+02
7.397320130883800957e-03 1.001537565765819515e+01 4.807452656789535581e+02
7.398752538458311552e-03 1.001537890939957265e+01 4.807454649195197476e+02
7.400184946196230497e-03 1.001538215990751191e+01 4.807456639606449471e+02
7.401617354098268160e-03 1.001538540918143561e+01 4.807458628023958340e+02
7.403049762165137514e-03 1.001538865722083393e+01 4.807460614448325487e+02
7.404482170397551528e-03 1.001539190402514912e+01 4.807462598880145492e+02
7.405914578796224043e-03 1.001539514959384469e+01 4.807464581320067509e+02
7.407346987361871499e-03 1.001539839392640729e+01 4.807466561768692372e+02
7.408779396095211203e-03 1.001540163702229691e+01 4.807468540226503819e+02
7.410211804996961332e-03 1.001540487888098596e+01 4.807470516694029357e+02
7.411644214067840929e-03 1.001540811950195575e+01 4.807472491171793649e+02
7.413076623308571637e-03 1.001541135888470180e+01 4.807474463660242350e+02
7.414509032719875971e-03 1.001541459702868408e+01 4.807476434159915470e+02
7.415941442302477309e-03 1.001541783393340879e+01 4.807478402671181925e+02
7.417373852057100765e-03 1.001542106959837675e+01 4.807480369194483956e+02
7.418806261984472322e-03 1.001542430402305506e+01 4.807482333730204687e+02
7.420238672085320564e-03 1.001542753720695877e+01 4.807484296278755096e+02
7.421671082360374073e-03 1.001543076914959940e+01 4.807486256840414285e+02
7.423103492810363170e-03 1.001543399985047778e+01 4.807488215415547188e+02
7.424535903436019907e-03 1.001543722930908409e+01 4.807490172004536362e+02
7.425968314238078072e-03 1.001544045752495826e+01 4.807492126607588148e+02
7.427400725217272320e-03 1.001544368449758693e+01 4.807494079223453696e+02
