731500	6145000	708.864624
736500	6145000	708.371704
741500	6145000	720.522034
746500	6145000	661.196655
751500	6145000	652.041321
756500	6145000	741.197754
761500	6145000	675.685303
766500	6145000	641.075562
771500	6145000	593.161438
776500	6145000	470.925507
781500	6145000	242.422607
786500	6145000	586.973572
791500	6145000	582.571228
796500	6145000	423.654633
801500	6145000	220.750092
806500	6145000	262.878601
811500	6145000	109.491173
816500	6145000	125.535378
821500	6145000	513.70105
826500	6145000	158.371033
831500	6145000	164.2724
836500	6145000	47.883369
841500	6145000	35.194145
846500	6145000	13.637538
851500	6145000	45.802097
856500	6145000	-63.97924
861500	6145000	-99.653564
866500	6145000	-108.744148
871500	6145000	-144.973175
876500	6145000	-191.602036
881500	6145000	-180.41571
886500	6145000	-501.645874
891500	6145000	-1205.325317
896500	6145000	-1586.469604
901500	6145000	-1719.451782
906500	6145000	-2245.955811
911500	6145000	-2880.65918
916500	6145000	-3069.074463
921500	6145000	-3437.608643
926500	6145000	-3926.406006
931500	6145000	-4384.866211
936500	6145000	-4733.166504
941500	6145000	-4887.46582
946500	6145000	-4924.507813
951500	6145000	-4878.194824
956500	6145000	-4822.806152
961500	6145000	-4875.14502
966500	6145000	-4876.295898
971500	6145000	-4869.90332
976500	6145000	-4800.227051
981500	6145000	-4810.496582
986500	6145000	-4871.915039
991500	6145000	-4846.402344
996500	6145000	-4802.611816
731500	6150000	739.511658
736500	6150000	664.855896
741500	6150000	643.829712
746500	6150000	693.036926
751500	6150000	666.34259
756500	6150000	640.274048
761500	6150000	718.928711
766500	6150000	679.998718
771500	6150000	731.203308
776500	6150000	595.740479
781500	6150000	612.929504
786500	6150000	722.1026
791500	6150000	495.022797
796500	6150000	492.144409
801500	6150000	433.888733
806500	6150000	81.833122
811500	6150000	93.769386
816500	6150000	252.109085
821500	6150000	102.716217
826500	6150000	229.228653
831500	6150000	393.806641
836500	6150000	155.30101
841500	6150000	100.259918
846500	6150000	75.260803
851500	6150000	43.002144
856500	6150000	-49.760559
861500	6150000	-97.392784
866500	6150000	-114.122795
871500	6150000	-144.350357
876500	6150000	-194.031616
881500	6150000	-145.392044
886500	6150000	-396.616486
891500	6150000	-1128.386475
896500	6150000	-1654.917725
901500	6150000	-1852.860962
906500	6150000	-2176.907715
911500	6150000	-2511.684814
916500	6150000	-2622.998047
921500	6150000	-2974.690674
926500	6150000	-3534.658447
931500	6150000	-4028.059082
936500	6150000	-4397.367188
941500	6150000	-4677.768066
946500	6150000	-4924.583008
951500	6150000	-5078.039551
956500	6150000	-4946.978516
961500	6150000	-4867.333984
966500	6150000	-4860.335938
971500	6150000	-4859.341797
976500	6150000	-4867.210938
981500	6150000	-4872.09082
986500	6150000	-4884.091309
991500	6150000	-4868.972168
996500	6150000	-4862.495117
731500	6155000	745.873047
736500	6155000	652.314941
741500	6155000	714.482971
746500	6155000	638.250427
751500	6155000	649.977783
756500	6155000	903.270203
761500	6155000	590.130188
766500	6155000	624.393555
771500	6155000	662.856201
776500	6155000	630.104248
781500	6155000	662.72699
786500	6155000	707.593201
791500	6155000	529.706665
796500	6155000	501.259735
801500	6155000	554.154053
806500	6155000	336.60202
811500	6155000	161.192032
816500	6155000	371.841858
821500	6155000	535.117065
826500	6155000	112.398491
831500	6155000	176.160858
836500	6155000	585.397095
841500	6155000	293.809265
846500	6155000	510.912476
851500	6155000	71.472359
856500	6155000	15.723534
861500	6155000	-83.045555
866500	6155000	-124.606522
871500	6155000	-137.982498
876500	6155000	-171.86322
881500	6155000	-188.084381
886500	6155000	-333.284241
891500	6155000	-864.149353
896500	6155000	-1468.222534
901500	6155000	-1911.49353
906500	6155000	-2236.403564
911500	6155000	-2407.625732
916500	6155000	-2438.359619
921500	6155000	-2700.450195
926500	6155000	-3204.67627
931500	6155000	-3706.314941
936500	6155000	-4093.97998
941500	6155000	-4558.242188
946500	6155000	-4917.677734
951500	6155000	-5194.632813
956500	6155000	-5130.650391
961500	6155000	-4949.000977
966500	6155000	-4869.149902
971500	6155000	-4914.307617
976500	6155000	-4964.005371
981500	6155000	-4889.834473
986500	6155000	-4808.800781
991500	6155000	-4823.507324
996500	6155000	-4907.571289
731500	6160000	739.953918
736500	6160000	772.622498
741500	6160000	751.520874
746500	6160000	763.517334
751500	6160000	673.194153
756500	6160000	761.091858
761500	6160000	733.424927
766500	6160000	592.871521
771500	6160000	649.845581
776500	6160000	587.12439
781500	6160000	680.700806
786500	6160000	640.490845
791500	6160000	694.094971
796500	6160000	608.842468
801500	6160000	691.103577
806500	6160000	315.650848
811500	6160000	583.207153
816500	6160000	701.599182
821500	6160000	637.322693
826500	6160000	225.951996
831500	6160000	245.971008
836500	6160000	677.562073
841500	6160000	321.523468
846500	6160000	-0.117813
851500	6160000	28.968763
856500	6160000	18.807602
861500	6160000	-73.603188
866500	6160000	-119.163261
871500	6160000	-137.16925
876500	6160000	-143.46312
881500	6160000	-196.030594
886500	6160000	-289.410522
891500	6160000	-591.983337
896500	6160000	-1102.329102
901500	6160000	-1709.266724
906500	6160000	-2164.001709
911500	6160000	-2343.951172
916500	6160000	-2462.506836
921500	6160000	-2614.27832
926500	6160000	-2951.69165
931500	6160000	-3445.193604
936500	6160000	-3856.369629
941500	6160000	-4306.05127
946500	6160000	-4746.396973
951500	6160000	-4993.449707
956500	6160000	-5102.038574
961500	6160000	-5004.919922
966500	6160000	-4881.989746
971500	6160000	-4960.480957
976500	6160000	-5075.726074
981500	6160000	-4955.29248
986500	6160000	-4822.396484
991500	6160000	-4852.661133
996500	6160000	-4979.806152
731500	6165000	743.366333
736500	6165000	884.149719
741500	6165000	762.944031
746500	6165000	815.660522
751500	6165000	745.565674
756500	6165000	774.756714
761500	6165000	743.290955
766500	6165000	703.425659
771500	6165000	701.570435
776500	6165000	635.913147
781500	6165000	608.341187
786500	6165000	611.29071
791500	6165000	727.439209
796500	6165000	710.468689
801500	6165000	731.046936
806500	6165000	646.4823
811500	6165000	644.884521
816500	6165000	718.343079
821500	6165000	727.164734
826500	6165000	726.155945
831500	6165000	685.488953
836500	6165000	543.962158
841500	6165000	357.5896
846500	6165000	163.032928
851500	6165000	36.592304
856500	6165000	14.945676
861500	6165000	-51.41111
866500	6165000	-102.136978
871500	6165000	-128.807648
876500	6165000	-131.711136
881500	6165000	-168.581741
886500	6165000	-244.645447
891500	6165000	-379.26532
896500	6165000	-713.152161
901500	6165000	-1297.459229
906500	6165000	-1845.183472
911500	6165000	-2085.225586
916500	6165000	-2110.327148
921500	6165000	-2300.419434
926500	6165000	-2710.449707
931500	6165000	-3256.586182
936500	6165000	-3684.461182
941500	6165000	-3999.19873
946500	6165000	-4225.089844
951500	6165000	-4422.973145
956500	6165000	-4860.514648
961500	6165000	-4968.740723
966500	6165000	-4890.833984
971500	6165000	-4928.195313
976500	6165000	-5031.702148
981500	6165000	-4937.020996
986500	6165000	-4866.52832
991500	6165000	-4938.499023
996500	6165000	-5065.396484
731500	6170000	839.434753
736500	6170000	810.249023
741500	6170000	856.083008
746500	6170000	901.240601
751500	6170000	786.241272
756500	6170000	820.725342
761500	6170000	764.371826
766500	6170000	713.848694
771500	6170000	719.815857
776500	6170000	637.735474
781500	6170000	607.74176
786500	6170000	674.729492
791500	6170000	601.340332
796500	6170000	692.160278
801500	6170000	645.29364
806500	6170000	657.838318
811500	6170000	656.616943
816500	6170000	668.088928
821500	6170000	645.131348
826500	6170000	731.437195
831500	6170000	722.702515
836500	6170000	670.035095
841500	6170000	-0.117813
