# Time, VRMS, Nusselt
3.356933593750000000e-03 1.707163850679999983e+00 1.097812622149999973e+00
3.417968750000000000e-03 1.721551906189999981e+00 1.096928907979999979e+00
3.479003906250000000e-03 1.738175520470000013e+00 1.096068684940000093e+00
3.540039062500000000e-03 1.752805227390000109e+00 1.095230931819999975e+00
3.601074218750000000e-03 1.769681933400000018e+00 1.094414688439999894e+00
3.662109375000000000e-03 1.784561719620000098e+00 1.093619051049999902e+00
3.723144531250000000e-03 1.801687171760000039e+00 1.092843168119999930e+00
3.784179687500000000e-03 1.816825155919999935e+00 1.092086236549999922e+00
3.845214843750000000e-03 1.834197184009999981e+00 1.091347498169999986e+00
3.906250000000000000e-03 1.849600999760000031e+00 1.090626236579999908e+00
3.967285156250000000e-03 1.867219293900000077e+00 1.089921774220000028e+00
4.028320312500000000e-03 1.882896036340000023e+00 1.089233469719999903e+00
4.089355468750000000e-03 1.900761863829999898e+00 1.088560715450000105e+00
4.150390625000000000e-03 1.916718120250000101e+00 1.087902935270000038e+00
4.211425781250000000e-03 1.934834073630000040e+00 1.087259582459999985e+00
4.272460937500000000e-03 1.951076006359999893e+00 1.086630137850000066e+00
4.333496093750000000e-03 1.969445782670000034e+00 1.086014107990000088e+00
4.394531250000000000e-03 1.985979239079999958e+00 1.085411023620000082e+00
4.455566406250000000e-03 2.004607449459999913e+00 1.084820438109999952e+00
4.516601562500000000e-03 2.021438081239999907e+00 1.084241926110000032e+00
4.577636718750000000e-03 2.040330089869999863e+00 1.083675082230000086e+00
4.638671875000000000e-03 2.057463470030000074e+00 1.083119519900000105e+00
4.699707031250000000e-03 2.076625260050000144e+00 1.082574870199999983e+00
4.760742187500000000e-03 2.094066990970000042e+00 1.082040780900000110e+00
4.821777343750000000e-03 2.113505055050000081e+00 1.081516915469999951e+00
4.882812500000000000e-03 2.131260864510000186e+00 1.081002952199999978e+00
4.943847656250000000e-03 2.150982116979999859e+00 1.080498583340000041e+00
5.004882812500000000e-03 2.169057941410000190e+00 1.080003514409999976e+00
5.065917968750000000e-03 2.189069649289999919e+00 1.079517463389999987e+00
5.126953125000000000e-03 2.207471704870000107e+00 1.079040160079999922e+00
5.187988281250000000e-03 2.227781434909999803e+00 1.078571345509999890e+00
5.249023437500000000e-03 2.246516278040000092e+00 1.078110771269999990e+00
5.310058593750000000e-03 2.267131857299999886e+00 1.077658199040000042e+00
5.371093750000000000e-03 2.286206435980000062e+00 1.077213400019999989e+00
5.432128906250000000e-03 2.307135923860000215e+00 1.076776154470000080e+00
5.493164062500000000e-03 2.326557621870000148e+00 1.076346251239999940e+00
5.554199218750000000e-03 2.347809291499999951e+00 1.075923487350000096e+00
5.615234375000000000e-03 2.367585966890000115e+00 1.075507667599999939e+00
5.676269531250000000e-03 2.389168294440000118e+00 1.075098604159999915e+00
5.737304687500000000e-03 2.409308313839999993e+00 1.074696116239999943e+00
5.798339843750000000e-03 2.431229974299999874e+00 1.074300029780000054e+00
5.859375000000000000e-03 2.451742244210000088e+00 1.073910177049999914e+00
5.920410156250000000e-03 2.474012112630000093e+00 1.073526396459999921e+00
5.981445312500000000e-03 2.494906108779999965e+00 1.073148532180000059e+00
6.042480468750000000e-03 2.517533266040000051e+00 1.072776433950000108e+00
6.103515625000000000e-03 2.538819061599999927e+00 1.072409956780000062e+00
6.164550781250000000e-03 2.561812803970000108e+00 1.072048960759999892e+00
6.225585937500000000e-03 2.583501097370000110e+00 1.071693310779999964e+00
6.286621093750000000e-03 2.606870949410000193e+00 1.071342876359999918e+00
6.347656250000000000e-03 2.628973092259999866e+00 1.070997531439999984e+00
6.408691406250000000e-03 2.652728822529999864e+00 1.070657154160000069e+00
6.469726562500000000e-03 2.675256848120000086e+00 1.070321626749999977e+00
6.530761718750000000e-03 2.699408487429999948e+00 1.069990835270000051e+00
6.591796875000000000e-03 2.722375140270000049e+00 1.069664669510000055e+00
6.652832031250000000e-03 2.746933002150000025e+00 1.069343022840000046e+00
6.713867187500000000e-03 2.770351768689999883e+00 1.069025791999999919e+00
6.774902343750000000e-03 2.795326472100000181e+00 1.068712877040000064e+00
6.835937500000000000e-03 2.819211613039999786e+00 1.068404181120000018e+00
6.896972656250000000e-03 2.844614106979999946e+00 1.068099610450000014e+00
6.958007812500000000e-03 2.868980691279999995e+00 1.067799074100000079e+00
7.019042968750000000e-03 2.894822281420000198e+00 1.067502483940000024e+00
7.080078125000000000e-03 2.919686222330000192e+00 1.067209754520000109e+00
7.141113281250000000e-03 2.945978599560000077e+00 1.066920802949999914e+00
7.202148437500000000e-03 2.971356692620000128e+00 1.066635548809999889e+00
7.263183593750000000e-03 2.998111963579999983e+00 1.066353914050000018e+00
7.324218750000000000e-03 3.024021927060000170e+00 1.066075822940000029e+00
7.385253906250000000e-03 3.051252646650000067e+00 1.065801201920000052e+00
7.446289062500000000e-03 3.077713164219999964e+00 1.065529979569999952e+00
7.507324218750000000e-03 3.105432370239999962e+00 1.065262086499999983e+00
7.568359375000000000e-03 3.132463136330000175e+00 1.064997455289999895e+00
7.629394531250000000e-03 3.160684386199999807e+00 1.064736020440000042e+00
7.690429687500000000e-03 3.188306153980000168e+00 1.064477718240000037e+00
7.751464843750000000e-03 3.217043563839999898e+00 1.064222486780000088e+00
7.812500000000000000e-03 3.245278196010000116e+00 1.063970265830000095e+00
7.873535156250000000e-03 3.274546482149999882e+00 1.063720996820000098e+00
7.934570312500000000e-03 3.303417004800000001e+00 1.063474622750000043e+00
7.995605468750000000e-03 3.333231527620000190e+00 1.063231088150000003e+00
8.056640625000000000e-03 3.362762187109999967e+00 1.062990339049999955e+00
8.117675781250000000e-03 3.393138997799999945e+00 1.062752322889999990e+00
8.178710937500000000e-03 3.423355320949999836e+00 1.062516988480000091e+00
8.239746093750000000e-03 3.454311210959999823e+00 1.062284285979999909e+00
8.300781250000000000e-03 3.485240068760000032e+00 1.062054166840000091e+00
8.361816406250000000e-03 3.516792622170000104e+00 1.061826583760000053e+00
8.422851562500000000e-03 3.548462297029999934e+00 1.061601490619999977e+00
8.483886718750000000e-03 3.580629946250000195e+00 1.061378842499999919e+00
8.544921875000000000e-03 3.613070203119999935e+00 1.061158595590000031e+00
8.605957031250000000e-03 3.645872287600000039e+00 1.060940707180000109e+00
8.666992187500000000e-03 3.679114449110000074e+00 1.060725135610000036e+00
8.728027343750000000e-03 3.712571277739999953e+00 1.060511840260000005e+00
8.789062500000000000e-03 3.746648303559999782e+00 1.060300781490000066e+00
8.850097656250000000e-03 3.780781220630000217e+00 1.060091920609999905e+00
8.911132812500000000e-03 3.815727791330000063e+00 1.059885219899999953e+00
8.972167968750000000e-03 3.850559246039999994e+00 1.059680642510000048e+00
9.033203125000000000e-03 3.886411851710000143e+00 1.059478152480000102e+00
9.094238281250000000e-03 3.921965471880000109e+00 1.059277714680000093e+00
9.155273437500000000e-03 3.958762505680000210e+00 1.059079294840000074e+00
9.216308593750000000e-03 3.995063175459999893e+00 1.058882859459999937e+00
9.277343750000000000e-03 4.032845032510000038e+00 1.058688375820000083e+00
9.338378906250000000e-03 4.069918974240000153e+00 1.058495811960000088e+00
9.399414062500000000e-03 4.108728156019999744e+00 1.058305136640000033e+00
9.460449218750000000e-03 4.146603016510000295e+00 1.058116319350000056e+00
9.521484375000000000e-03 4.186484241209999624e+00 1.057929330239999910e+00
9.582519531250000000e-03 4.225189182440000302e+00 1.057744140140000066e+00
9.643554687500000000e-03 4.266189501500000425e+00 1.057560720549999944e+00
9.704589843750000000e-03 4.305755295970000063e+00 1.057379043569999899e+00
9.765625000000000000e-03 4.347924217190000107e+00 1.057199081929999895e+00
9.826660156250000000e-03 4.388383347939999624e+00 1.057020808949999946e+00
9.887695312500000000e-03 4.431772965540000442e+00 1.056844198539999891e+00
9.948730468750000000e-03 4.473159730889999963e+00 1.056669225160000058e+00
1.000976562500000000e-02 4.517824862810000397e+00 1.056495863829999937e+00
1.007080078120000007e-02 4.560175486040000337e+00 1.056324090089999945e+00
1.013183593750000000e-02 4.606173818930000330e+00 1.056153880020000102e+00
1.019287109379999993e-02 4.649526562740000202e+00 1.055985210170000022e+00
1.025390625000000000e-02 4.696918804990000140e+00 1.055818057620000028e+00
1.031494140620000007e-02 4.741314090909999557e+00 1.055652399900000038e+00
1.037597656250000000e-02 4.790164134030000298e+00 1.055488215010000008e+00
1.043701171879999993e-02 4.835644666790000379e+00 1.055325481419999933e+00
1.049804687500000000e-02 4.886019755589999569e+00 1.055164178020000065e+00
1.055908203120000007e-02 4.932630652250000303e+00 1.055004284150000027e+00
1.062011718750000000e-02 4.984601564150000108e+00 1.054845779539999917e+00
1.068115234379999993e-02 5.032390488069999890e+00 1.054688644350000093e+00
1.074218750000000000e-02 5.086031721780000403e+00 1.054532859140000056e+00
1.080322265620000007e-02 5.135049021220000398e+00 1.054378404840000005e+00
1.086425781250000000e-02 5.190438995150000068e+00 1.054225262769999949e+00
1.092529296879999993e-02 5.240737846350000062e+00 1.054073414609999926e+00
1.098632812500000000e-02 5.297959106989999611e+00 1.053922842410000005e+00
1.104736328120000007e-02 5.349595661410000424e+00 1.053773528550000060e+00
1.110839843750000000e-02 5.408735101819999613e+00 1.053625455769999997e+00
1.116943359379999993e-02 5.461768637389999625e+00 1.053478607129999967e+00
1.123046875000000000e-02 5.522917725880000184e+00 1.053332966029999929e+00
1.129150390620000007e-02 5.577410801680000141e+00 1.053188516170000089e+00
1.135253906250000000e-02 5.640665820769999783e+00 1.053045241560000012e+00
1.141357421879999993e-02 5.696684434689999854e+00 1.052903126529999955e+00
1.147460937500000000e-02 5.762146730139999562e+00 1.052762155679999978e+00
1.153564453120000007e-02 5.819760478960000150e+00 1.052622313909999940e+00
1.159667968750000000e-02 5.887536718599999830e+00 1.052483586399999949e+00
1.165771484379999993e-02 5.946818959619999845e+00 1.052345958609999910e+00
1.171875000000000000e-02 6.017021401630000099e+00 1.052209416239999973e+00
1.177978515620000007e-02 6.078049414929999728e+00 1.052073945290000090e+00
1.184082031250000000e-02 6.150796184799999899e+00 1.051939531990000010e+00
1.190185546879999993e-02 6.213651334959999772e+00 1.051806162819999946e+00
1.196289062500000000e-02 6.289066710200000188e+00 1.051673824509999911e+00
1.202392578120000007e-02 6.353834606160000398e+00 1.051542504029999936e+00
1.208496093750000000e-02 6.432049307529999815e+00 1.051412188580000073e+00
1.214599609379999993e-02 6.498819958680000397e+00 1.051282865579999948e+00
1.220703125000000000e-02 6.579971446310000083e+00 1.051154522680000092e+00
1.226806640620000007e-02 6.648839413010000143e+00 1.051027147749999946e+00
1.232910156250000000e-02 6.733072185280000177e+00 1.050900728870000078e+00
1.239013671879999993e-02 6.804136721239999908e+00 1.050775254309999962e+00
1.245117187500000000e-02 6.891602613699999935e+00 1.050650712569999978e+00
1.251220703120000007e-02 6.964967797349999934e+00 1.050527092340000079e+00
1.257324218750000000e-02 7.055826278519999661e+00 1.050404382500000011e+00
1.263427734379999993e-02 7.131601129949999951e+00 1.050282572109999979e+00
1.269531250000000000e-02 7.226019589719999914e+00 1.050161650439999983e+00
1.275634765620000007e-02 7.304318169190000098e+00 1.050041606930000038e+00
1.281738281250000000e-02 7.402472194919999637e+00 1.049922431189999950e+00
1.287841796879999993e-02 7.483413677969999789e+00 1.049804113009999984e+00
1.293945312500000000e-02 7.585487312069999710e+00 1.049686642359999977e+00
1.300048828120000007e-02 7.669196035809999756e+00 1.049570009370000001e+00
1.306152343750000000e-02 7.775382007360000181e+00 1.049454204319999917e+00
1.312255859379999993e-02 7.861987481259999910e+00 1.049339217690000048e+00
1.318359375000000000e-02 7.972487402649999666e+00 1.049225040050000057e+00
1.324462890620000007e-02 8.062124276080000485e+00 1.049111662210000073e+00
1.330566406250000000e-02 8.177148793769999813e+00 1.048999075040000006e+00
1.336669921879999993e-02 8.269956771489999525e+00 1.048887269640000008e+00
1.342773437500000000e-02 8.389725657839999684e+00 1.048776237180000015e+00
1.348876953120000007e-02 8.485849352929999867e+00 1.048665969039999979e+00
1.354980468750000000e-02 8.610591523620000132e+00 1.048556456680000082e+00
1.361083984379999993e-02 8.710180235959999351e+00 1.048447691740000076e+00
1.367187500000000000e-02 8.840133674309999634e+00 1.048339665949999944e+00
1.373291015620000007e-02 8.943341080990000691e+00 1.048232371229999904e+00
1.379394531250000000e-02 9.078752647350000871e+00 1.048125799559999960e+00
1.385498046879999993e-02 9.185736389200000573e+00 1.048019943109999907e+00
1.391601562500000000e-02 9.326861489369999703e+00 1.047914794099999991e+00
1.397705078120000007e-02 9.437782635919999663e+00 1.047810344960000029e+00
1.403808593750000000e-02 9.584884718099999645e+00 1.047706588150000062e+00
1.409912109379999993e-02 9.699907090849999136e+00 1.047603516309999927e+00
1.416015625000000000e-02 9.853256935559999263e+00 1.047501122159999909e+00
1.422119140620000007e-02 9.972546267029999356e+00 1.047399398550000083e+00
1.428222656250000000e-02 1.013242102849999959e+01 1.047298338410000085e+00
1.434326171879999993e-02 1.025614393210000053e+01 1.047197934820000009e+00
1.440429687500000000e-02 1.042282588319999981e+01 1.047098180929999955e+00
1.446533203120000007e-02 1.055114860680000000e+01 1.046999070030000034e+00
1.452636718750000000e-02 1.072492353330000014e+01 1.046900595449999916e+00
1.458740234379999993e-02 1.085801046549999960e+01 1.046802750699999951e+00
1.464843750000000000e-02 1.103916564630000074e+01 1.046705529300000048e+00
1.470947265620000007e-02 1.117717754499999927e+01 1.046608924959999909e+00
1.477050781250000000e-02 1.136599924969999975e+01 1.046512931389999901e+00
1.483154296879999993e-02 1.150909115720000031e+01 1.046417542479999963e+00
1.489257812500000000e-02 1.170586158350000083e+01 1.046322752130000033e+00
1.495361328120000007e-02 1.185418039450000016e+01 1.046228554410000067e+00
1.501464843750000000e-02 1.205917396000000075e+01 1.046134943390000016e+00
1.507568359379999993e-02 1.221285560609999976e+01 1.046041913320000072e+00
1.513671875000000000e-02 1.242633450709999998e+01 1.045949458439999979e+00
1.519775390620000007e-02 1.258550072409999920e+01 1.045857573169999943e+00
1.525878906250000000e-02 1.280770966739999928e+01 1.045766251909999944e+00
1.531982421879999993e-02 1.297246431239999964e+01 1.045675489239999978e+00
1.538085937500000000e-02 1.320362432910000017e+01 1.045585279710000037e+00
1.544189453120000007e-02 1.337404922190000001e+01 1.045495618079999911e+00
1.550292968750000000e-02 1.361435047820000044e+01 1.045406499050000049e+00
1.556396484379999993e-02 1.379050074459999919e+01 1.045317917510000028e+00
1.562500000000000000e-02 1.404009427799999976e+01 1.045229868320000088e+00
1.568603515619999833e-02 1.422199318710000071e+01 1.045142346530000044e+00
1.574707031250000000e-02 1.448098152370000058e+01 1.045055347119999922e+00
1.580810546880000167e-02 1.466861482340000045e+01 1.044968865279999992e+00
1.586914062500000000e-02 1.493704146910000041e+01 1.044882896160000074e+00
1.593017578119999833e-02 1.513035124179999968e+01 1.044797435060000002e+00
1.599115265269999975e-02 1.540818909529999914e+01 1.044712557950000065e+00
1.605089656539999965e-02 1.560691662310000005e+01 1.044629875919999895e+00
1.610929751670000035e-02 1.589027813100000053e+01 1.044549510289999983e+00
1.616658874219999847e-02 1.608571416190000036e+01 1.044471114380000065e+00
1.622264510529999870e-02 1.636734921389999897e+01 1.044394826780000063e+00
1.627770790210000124e-02 1.655820542280000041e+01 1.044320291730000072e+00
1.633162955409999881e-02 1.683778619219999939e+01 1.044247682219999973e+00
1.638463909659999829e-02 1.702447534359999892e+01 1.044176665379999980e+00
1.643660420879999862e-02 1.730113423770000125e+01 1.044107395589999987e+00
1.648771010480000118e-02 1.748386576129999881e+01 1.044039604309999980e+00
1.653784928660000098e-02 1.775694162239999940e+01 1.043973413990000099e+00
1.658720394760000022e-02 1.793572716199999917e+01 1.043908565289999979e+00
1.663566363600000111e-02 1.820472865179999999e+01 1.043845185579999946e+00
1.668340407479999843e-02 1.837965255450000157e+01 1.043783028500000043e+00
1.673031560839999959e-02 1.864421786069999953e+01 1.043722221229999914e+00
1.677656548630000050e-02 1.881532237709999933e+01 1.043662532399999954e+00
1.682204729450000047e-02 1.907516189300000065e+01 1.043604085579999952e+00
1.686691865150000136e-02 1.924246727170000071e+01 1.043546665320000066e+00
1.691107796380000167e-02 1.949734355180000023e+01 1.043490389420000053e+00
1.695467263879999950e-02 1.966085636180000051e+01 1.043435058550000072e+00
1.699760687889999983e-02 1.991057247790000062e+01 1.043380783469999962e+00
1.704001769759999965e-02 2.007029062659999852e+01 1.043327380740000088e+00
1.708181564510000139e-02 2.031468247769999991e+01 1.043274953310000086e+00
1.712312743080000171e-02 2.047059826770000157e+01 1.043223333110000040e+00
1.716387020440000161e-02 2.070952942190000101e+01 1.043172614990000024e+00
1.720416064810000034e-02 2.086163147990000155e+01 1.043122645510000002e+00
1.724392254790000148e-02 2.109498960230000009e+01 1.043073511410000043e+00
1.728326296200000112e-02 2.124326416510000115e+01 1.043025073019999915e+00
1.732211219670000066e-02 2.147095844189999880e+01 1.042977409149999923e+00
1.736056817250000023e-02 2.161539027250000089e+01 1.042930393000000011e+00
1.739856749170000036e-02 2.183734946650000097e+01 1.042884095780000075e+00
1.743619947510000046e-02 2.197792255719999943e+01 1.042838402629999939e+00
1.747340672230000141e-02 2.219409346859999843e+01 1.042793377550000011e+00
1.751027052049999866e-02 2.233079162079999946e+01 1.042748916709999918e+00
1.754673911840000031e-02 2.254113781250000059e+01 1.042705077339999953e+00
1.758288634710000048e-02 2.267394514100000080e+01 1.042661765749999914e+00
1.761866572529999925e-02 2.287844580430000008e+01 1.042619032930000023e+00
1.765414420450000035e-02 2.300734719149999918e+01 1.042576794389999950e+00
1.768928017830000143e-02 2.320599617159999895e+01 1.042535095399999889e+00
1.772413428389999976e-02 2.333097774330000007e+01 1.042493859889999985e+00
1.775866938939999959e-02 2.352378259360000001e+01 1.042453127859999995e+00
1.779294036660000050e-02 2.364483209340000158e+01 1.042412830870000029e+00
1.782691415989999875e-02 2.383181316359999968e+01 1.042373004199999897e+00
1.786064040229999941e-02 2.394892034229999922e+01 1.042333586230000053e+00
1.789408972519999919e-02 2.413010991239999825e+01 1.042294608039999959e+00
1.792730702479999882e-02 2.424326690110000015e+01 1.042256014149999910e+00
1.796026624290000123e-02 2.441870833500000160e+01 1.042217831849999943e+00
1.799300801400000038e-02 2.452790998549999912e+01 1.042180011179999921e+00
1.802550922940000105e-02 2.469765690310000039e+01 1.042142576080000049e+00
1.805780670969999932e-02 2.480290109899999962e+01 1.042105481499999931e+00
1.808987995259999856e-02 2.496701656770000000e+01 1.042068748449999971e+00
1.812176238379999832e-02 2.506830450349999850e+01 1.042032336219999911e+00
1.815343578379999961e-02 2.522686024929999959e+01 1.041996263289999947e+00
1.818493057480000119e-02 2.532419667459999957e+01 1.041960492769999913e+00
1.821623051569999999e-02 2.547727231709999884e+01 1.041925040970000049e+00
1.824736338960000065e-02 2.557066574359999933e+01 1.041889874340000022e+00
1.827831464870000033e-02 2.571834805599999996e+01 1.041855007349999918e+00
1.830910977580000112e-02 2.580781092579999836e+01 1.041820409370000089e+00
1.833973564990000124e-02 2.595019312350000007e+01 1.041786093340000052e+00
1.837021576749999982e-02 2.603574193829999928e+01 1.041752031169999926e+00
1.840053818699999982e-02 2.617292299840000069e+01 1.041718234500000007e+00
1.843072470860000062e-02 2.625457840900000051e+01 1.041684677429999928e+00
1.846076434010000128e-02 2.638666242209999879e+01 1.041651370609999905e+00
1.849067745440000077e-02 2.646444928000000019e+01 1.041618289949999943e+00
1.852045379459999960e-02 2.659154483560000060e+01 1.041585445359999973e+00
1.855011255480000162e-02 2.666549220799999986e+01 1.041552814259999904e+00
1.857964401530000018e-02 2.678771181449999972e+01 1.041520406040000069e+00
1.860906642089999938e-02 2.685785296450000104e+01 1.041488199370000034e+00
1.863837040500000014e-02 2.697531250329999963e+01 1.041456203280000103e+00
1.866757347589999977e-02 2.704168483839999837e+01 1.041424397459999929e+00
1.869666644930000066e-02 2.715450305239999906e+01 1.041392790770000021e+00
1.872566629360000040e-02 2.721714804289999989e+01 1.041361363680000096e+00
1.875456384799999848e-02 2.732544605660000059e+01 1.041330125060000000e+00
1.878337572289999827e-02 2.738440912689999962e+01 1.041299055919999939e+00
1.881209263420000055e-02 2.748830999859999835e+01 1.041268165319999994e+00
1.884073100309999887e-02 2.754364039749999904e+01 1.041237434629999958e+00
1.886928128470000132e-02 2.764326870369999867e+01 1.041206873189999937e+00
1.889775986779999861e-02 2.769501935950000160e+01 1.041176462599999963e+00
1.892615681899999930e-02 2.779050081129999938e+01 1.041146212599999954e+00
1.895448864019999916e-02 2.783872816970000130e+01 1.041116104829999944e+00
1.898274489079999905e-02 2.793018925260000174e+01 1.041086149599999899e+00
1.901094232060000083e-02 2.797495309760000026e+01 1.041056328400000064e+00
1.903906987149999938e-02 2.806252073239999945e+01 1.041026652210000014e+00
1.906714466619999909e-02 2.810388399940000070e+01 1.040997102279999975e+00
1.909515492620000171e-02 2.818768522679999933e+01 1.040967690330000028e+00
1.912311826380000065e-02 2.822571380819999831e+01 1.040938397249999925e+00
1.915102208430000119e-02 2.830587549479999865e+01 1.040909235600000038e+00
1.917888459700000173e-02 2.834063804310000023e+01 1.040880185770000077e+00
1.920669230290000112e-02 2.841728660540000106e+01 1.040851261280000051e+00
1.923446410780000129e-02 2.844885433440000000e+01 1.040822441900000062e+00
1.926218552620000135e-02 2.852211548029999832e+01 1.040793742159999979e+00
1.928987625240000114e-02 2.855056196649999833e+01 1.040765141160000073e+00
1.931752073920000104e-02 2.862056045179999941e+01 1.040736654480000078e+00
1.934513955350000008e-02 2.864596143920000060e+01 1.040708260469999979e+00
1.937271601789999909e-02 2.871282083850000078e+01 1.040679975840000049e+00
1.940027164790000119e-02 2.873525404589999965e+01 1.040651778089999979e+00
1.942778857420000144e-02 2.879909653669999869e+01 1.040623685099999918e+00
1.945528933010000003e-02 2.881864147099999940e+01 1.040595673489999928e+00
1.948275479889999967e-02 2.887958763030000142e+01 1.040567762360000037e+00
1.951020859320000064e-02 2.889632540510000069e+01 1.040539927350000005e+00
1.953763030000000081e-02 2.895449401859999838e+01 1.040512188819999961e+00
1.956504466569999878e-02 2.896850717939999953e+01 1.040484521430000031e+00
1.959242993900000077e-02 2.902401506180000013e+01 1.040456946810000005e+00
1.961981204639999879e-02 2.903538741730000083e+01 1.040429438569999920e+00
1.964716786360000064e-02 2.908834924570000169e+01 1.040402019659999899e+00
1.967452453649999947e-02 2.909716570590000018e+01 1.040374662600000111e+00
1.970185753910000045e-02 2.914769386420000075e+01 1.040347391659999898e+00
1.972919526840000159e-02 2.915404028460000063e+01 1.040320178280000007e+00
1.975651177620000101e-02 2.920224472079999956e+01 1.040293048059999892e+00
1.978383673419999850e-02 2.920620775229999921e+01 1.040265971309999982e+00
1.981114275799999991e-02 2.925219584779999948e+01 1.040238974960000062e+00
1.983846081059999905e-02 2.925386279199999962e+01 1.040212028220000029e+00
1.986576206440000131e-02 2.929773924439999888e+01 1.040185159319999997e+00
1.989307878260000023e-02 2.929719791349999980e+01 1.040158336359999991e+00
1.992038069509999981e-02 2.933906463259999953e+01 1.040131588890000014e+00
1.994770136619999912e-02 2.933640321429999887e+01 1.040104883879999997e+00
1.997500909110000097e-02 2.937635923170000041e+01 1.040078252170000050e+00
2.000233872860000123e-02 2.937166615770000178e+01 1.040051659650000015e+00
2.002965715469999866e-02 2.940980755169999838e+01 1.040025138410000105e+00
2.005700050810000148e-02 2.940317137039999906e+01 1.039998653270000073e+00
2.008433426819999923e-02 2.943959120430000098e+01 1.039972237540000011e+00
2.011169583209999889e-02 2.943110046279999992e+01 1.039945855000000030e+00
2.013904931190000150e-02 2.946588874820000115e+01 1.039919540160000100e+00
2.016643333409999864e-02 2.945563189319999964e+01 1.039893255770000025e+00
2.019381068029999990e-02 2.948887557480000154e+01 1.039867037500000091e+00
2.022122117020000095e-02 2.947694069699999986e+01 1.039840847130000023e+00
2.024862629830000149e-02 2.950872347680000018e+01 1.039814721399999975e+00
2.027606703439999852e-02 2.949519833500000132e+01 1.039788621210000041e+00
2.030350363599999972e-02 2.952560089259999998e+01 1.039762584300000015e+00
2.033097679190000104e-02 2.951057277980000038e+01 1.039736572020000027e+00
2.035844830300000130e-02 2.953967384579999944e+01 1.039710620509999961e+00
2.038595528809999946e-02 2.952322815129999967e+01 1.039684694660000019e+00
2.041346168060000077e-02 2.955110440010000161e+01 1.039658828439999905e+00
2.044100571959999932e-02 2.953332892270000087e+01 1.039632985859999970e+00
2.046855014599999883e-02 2.956004852770000113e+01 1.039607201859999996e+00
2.049613425660000085e-02 2.954102998180000128e+01 1.039581439650000050e+00
2.052371967110000126e-02 2.956665991299999874e+01 1.039555735059999986e+00
2.055134667110000007e-02 2.954648298209999879e+01 1.039530050550000029e+00
2.057897583229999910e-02 2.957108835920000089e+01 1.039504422770000103e+00
2.060664834449999969e-02 2.954983638399999890e+01 1.039478813529999934e+00
2.063432382070000057e-02 2.957347971320000113e+01 1.039453260209999952e+00
2.066204427839999844e-02 2.955123473160000103e+01 1.039427724040000056e+00
2.068976845349999871e-02 2.957397577340000083e+01 1.039402243040000062e+00
2.071753910610000041e-02 2.955081844809999936e+01 1.039376777940000052e+00
2.074531418469999916e-02 2.957271423670000132e+01 1.039351367330000109e+00
2.077313710340000091e-02 2.954872376579999838e+01 1.039325971520000058e+00
2.080096511649999827e-02 2.956982867360000000e+01 1.039300629570000023e+00
2.082884219989999952e-02 2.954508269789999986e+01 1.039275301470000024e+00
2.085672500970000079e-02 2.956544851969999854e+01 1.039250026639999991e+00
2.088465798910000074e-02 2.954002303000000040e+01 1.039224764849999927e+00
2.091259729449999882e-02 2.955969907829999954e+01 1.039199555790000007e+00
2.094058773919999991e-02 2.953366832669999908e+01 1.039174359079999999e+00
2.096858508030000068e-02 2.955270153449999881e+01 1.039149214620000095e+00
2.099663440290000169e-02 2.952613794810000059e+01 1.039124081960000057e+00
2.102469116649999942e-02 2.954457297569999952e+01 1.039099001080000084e+00
2.105280062779999947e-02 2.951754707570000136e+01 1.039073931589999944e+00
2.108091805179999889e-02 2.953542642080000036e+01 1.039048913450000056e+00
2.110908876610000096e-02 2.950800674619999953e+01 1.039023906399999975e+00
2.113726794420000069e-02 2.952537085539999850e+01 1.038998950309999891e+00
2.116550088440000144e-02 2.949762389260000006e+01 1.038974005130000045e+00
2.119374277110000135e-02 2.951451127329999835e+01 1.038949110549999943e+00
2.122203877319999918e-02 2.948650139149999916e+01 1.038924226810000073e+00
2.125034418840000133e-02 2.950294872370000121e+01 1.038899393319999920e+00
2.127870395679999985e-02 2.947473811729999937e+01 1.038874570730000002e+00
2.130707359029999914e-02 2.949078036359999899e+01 1.038849798069999997e+00
2.133549770250000102e-02 2.946242900069999848e+01 1.038825036470000018e+00
2.136393211879999976e-02 2.947809951220000002e+01 1.038800324489999927e+00
2.139242103040000023e-02 2.944966509090000173e+01 1.038775623830000105e+00
2.142092067309999889e-02 2.946499571669999895e+01 1.038750972509999926e+00
2.144947472230000068e-02 2.943653362759999936e+01 1.038726332860000046e+00
2.147803991879999874e-02 2.945155481369999961e+01 1.038701742300000008e+00
2.150665933159999835e-02 2.942311811149999912e+01 1.038677163850000085e+00
2.153529029759999880e-02 2.943785899939999950e+01 1.038652634239999983e+00
2.156397519220000156e-02 2.940949838090000057e+01 1.038628117280000041e+00
2.159267203630000145e-02 2.942398690139999928e+01 1.038603648929999901e+00
2.162142242780000154e-02 2.939575069119999995e+01 1.038579193839999970e+00
2.165018515609999986e-02 2.941001365380000010e+01 1.038554787150000047e+00
2.167900096150000150e-02 2.938194779850000060e+01 1.038530394409999946e+00
2.170782948200000034e-02 2.939601097570000121e+01 1.038506049880000059e+00
2.173671052439999848e-02 2.936815904490000051e+01 1.038481720050000057e+00
2.176560465160000055e-02 2.938204725159999953e+01 1.038457438250000031e+00
