# Time VRMS
3.719336089844432536e+01 8.930537290883992785e-03
3.744824393724218226e+01 9.001044134912419489e-03
3.771124358918811481e+01 9.089737607088055685e-03
3.797186258890567245e+01 9.170622961931891581e-03
3.822614265932505617e+01 9.249854185144734675e-03
3.848778317378322100e+01 9.335707681026074456e-03
3.875860328699408086e+01 9.421672803395278115e-03
3.901950206873350879e+01 9.518186915201445539e-03
3.928411316281335530e+01 9.588647742316257563e-03
3.956049403397832265e+01 9.719829539296334295e-03
3.982440978415082355e+01 9.803436576690574208e-03
4.008606133560658691e+01 9.886808245859616054e-03
4.034981315929046275e+01 1.000735392096437949e-02
4.061260352385932038e+01 1.009890531941619665e-02
4.088377042100719194e+01 1.019855041744779402e-02
4.114480092185994664e+01 1.029247753231960633e-02
4.141486105384078087e+01 1.041257013429719783e-02
4.167913433460063999e+01 1.051635122752607107e-02
4.194373081850265805e+01 1.062855048494456937e-02
4.220809638236969619e+01 1.073491471508803384e-02
4.247038019056398639e+01 1.084792685784749348e-02
4.273502425870844235e+01 1.096624960270900853e-02
4.299303110507113956e+01 1.107607395067625698e-02
4.325820932043699685e+01 1.119957965599291221e-02
4.351987360225408707e+01 1.131239992582553679e-02
4.377904504321756463e+01 1.142419057360394979e-02
4.403893756125497561e+01 1.154081935805673607e-02
4.429669452145430597e+01 1.166545497479722603e-02
4.455648506511503371e+01 1.178003707262066310e-02
4.481211116955353901e+01 1.189772244293865050e-02
4.506291172292588953e+01 1.201616312338697409e-02
4.530829769513417915e+01 1.213576463641878773e-02
4.554952484689063397e+01 1.225877761268094612e-02
4.578536169319439608e+01 1.237301431403232434e-02
4.601589243436311705e+01 1.246840203339018467e-02
4.624162286090493268e+01 1.259882826767185805e-02
4.646272641025540651e+01 1.271262540895466524e-02
4.667763641899189508e+01 1.283221889209527553e-02
4.688854360444006630e+01 1.293703509021448990e-02
4.709457819914959487e+01 1.302903415483698708e-02
4.729594575416244595e+01 1.313878948337524749e-02
4.749283947201105605e+01 1.323120265180637370e-02
4.768639819672470992e+01 1.331564121299845353e-02
4.787573914058738467e+01 1.340738008108060403e-02
4.806176616885552733e+01 1.355377670754012373e-02
4.824086684024375415e+01 1.364969932029212740e-02
4.841530289753416838e+01 1.372319879260693390e-02
4.858621440087507892e+01 1.379981980214284136e-02
4.875401176762444067e+01 1.387529748901753998e-02
4.891817316529670023e+01 1.399221942511599641e-02
4.907506730843460474e+01 1.406477452278077217e-02
4.922865321926796156e+01 1.412212232276558940e-02
4.937950448092585987e+01 1.418870263144305852e-02
4.952786031753371532e+01 1.428294488380533328e-02
4.967205825989336887e+01 1.435542105461998404e-02
4.980970758084885119e+01 1.440331376767076642e-02
4.994435202268348206e+01 1.445227997425001937e-02
5.007675657558572624e+01 1.449508386065365140e-02
5.020656371122463213e+01 1.456965037078922914e-02
5.033283885771540156e+01 1.461554335348087992e-02
5.045362945474852268e+01 1.460662949071985829e-02
5.057044309484957267e+01 1.463635948521763847e-02
5.068395160065794869e+01 1.466753108610449954e-02
5.079637010010053899e+01 1.471387291616860216e-02
5.090526066705462682e+01 1.470621098755022123e-02
5.101055301697618916e+01 1.463136746550253858e-02
5.111527674661530796e+01 1.457925813803947340e-02
5.121604480572661089e+01 1.451169516456920702e-02
5.131151385091062167e+01 1.448302359800337190e-02
5.140279972295495980e+01 1.456389376401481979e-02
5.149580107513951788e+01 1.451315880263561592e-02
5.158576137404670447e+01 1.443052875720685080e-02
5.167564198857429858e+01 1.415585152837103323e-02
5.176882589378182331e+01 1.402305707670166955e-02
5.185922533905441156e+01 1.398186872785367636e-02
5.194863623627136207e+01 1.357295386158200758e-02
5.203026233639450737e+01 1.363045978542075029e-02
5.211213848689131112e+01 1.354508218604237764e-02
5.219333871231315669e+01 1.353363466595510455e-02
5.227385211962574374e+01 1.350777421600397356e-02
5.235425847088097839e+01 1.320341455627743396e-02
5.243830151647710380e+01 1.235140799775697254e-02
5.253439651099130003e+01 1.211721265280477598e-02
5.262780591107308226e+01 1.193545887158464248e-02
5.271641473892353247e+01 1.179530601891563314e-02
5.281126127021209982e+01 1.172990152787706415e-02
5.290497532861611774e+01 1.155443362684794445e-02
5.299987296058181840e+01 1.137657220047798463e-02
5.309732534235840973e+01 1.134294949053585994e-02
5.319288886252437010e+01 1.110732969398126220e-02
5.328899927016250615e+01 1.105854430641715902e-02
5.338583544286128557e+01 1.092064945960247689e-02
5.347915909049057603e+01 1.088728633036405331e-02
5.357172798507138367e+01 1.085659809976506456e-02
5.366557154331787416e+01 1.065179535928962098e-02
5.376971589142868879e+01 1.065179603677214766e-02
5.386916068143971614e+01 1.043510709785125043e-02
5.398448922417257734e+01 1.024290457447561524e-02
5.410843757901904638e+01 1.014662461332796126e-02
5.424927799963734287e+01 9.932749530381194958e-03
5.441259973559630225e+01 9.856946205915307485e-03
5.457480112092365943e+01 9.755317829704991672e-03
5.473862153211477022e+01 9.750282346861148183e-03
5.488492110465789153e+01 9.552299327359296127e-03
5.506577345789897038e+01 9.526108807568853948e-03
5.525549356344581753e+01 9.341100396497294817e-03
5.544742270874618839e+01 9.277810967606459416e-03
5.564818680646622795e+01 9.195214274870652446e-03
5.587690125084529313e+01 9.050356694374454489e-03
5.611816953895465332e+01 9.037458366183383912e-03
5.632327482773486338e+01 8.908021407042963913e-03
5.658445755965240664e+01 8.892582473649664199e-03
5.683351662700048479e+01 8.796664228030281335e-03
5.708139073870634661e+01 8.734707406127042995e-03
5.732656288078259621e+01 8.628074995569426711e-03
5.761627292769081521e+01 8.546877279784162451e-03
5.793252985548912193e+01 8.511498900163366743e-03
5.818304300276915342e+01 8.434956509614250503e-03
5.844781392354117600e+01 8.335172835730274982e-03
5.876944955151680716e+01 8.248011504328293941e-03
5.908796798993780897e+01 8.198539333239669713e-03
5.938223392873843665e+01 8.106620195266601644e-03
5.973025044223256685e+01 8.022759925748483914e-03
6.007893056332100912e+01 7.967320942341071452e-03
6.039575192799333792e+01 7.904007692330879478e-03
6.073659368567314232e+01 7.811335588055631947e-03
6.110203776777598250e+01 7.747994541529102178e-03
6.144248475766904960e+01 7.693136827995516493e-03
6.179187863793753621e+01 7.608300756286797209e-03
6.212154694870766036e+01 7.541446110794296741e-03
6.247919707770660125e+01 7.473051307486978240e-03
6.286287494464111347e+01 7.406220374837142045e-03
6.322716941694912407e+01 7.329577502848378702e-03
6.361973631969718923e+01 7.271274759439195004e-03
6.401958700777362310e+01 7.184580507838729709e-03
6.438881539145589272e+01 7.132872374770417995e-03
6.479252839678777320e+01 7.024609480986137439e-03
6.523011599884858924e+01 6.973783308968209416e-03
6.566201498614010745e+01 6.914666152913469081e-03
6.610363732214190691e+01 6.822723307524800919e-03
6.654924112468779640e+01 6.752995812245572368e-03
6.699234323799467461e+01 6.674990779604792618e-03
6.747637223056393907e+01 6.604930482256816254e-03
6.795783573229319074e+01 6.539585629520188251e-03
6.844339178908683152e+01 6.444050919775318187e-03
6.896004069395691261e+01 6.368173422208240134e-03
6.949321189254737874e+01 6.298053138896677651e-03
7.005694243243877395e+01 6.227837464124955438e-03
7.061865470813609136e+01 6.148886332978370679e-03
7.116718254057958859e+01 6.056308883792234539e-03
7.176484099263625183e+01 5.965706607738525610e-03
7.236601933150114974e+01 5.901468275380485767e-03
7.296422120855527282e+01 5.805770883356475669e-03
7.360857642261906619e+01 5.726052386255522063e-03
7.424214239988617692e+01 5.649250025621316458e-03
7.492102004263558968e+01 5.541486386215207366e-03
7.559584611131492693e+01 5.477880802680135108e-03
7.631157534602870385e+01 5.385590917622759891e-03
7.703414177441501920e+01 5.288188635278027322e-03
7.776918703858044069e+01 5.205241193401477333e-03
7.856473591558092551e+01 5.099069399766571753e-03
7.935387629236639384e+01 5.018677243251823232e-03
8.018870430354438383e+01 4.928883775098482148e-03
8.102432025426620044e+01 4.856748321644473350e-03
8.185917084822027334e+01 4.751598112478946402e-03
8.271372115067222808e+01 4.658620436617066755e-03
8.359599842833804928e+01 4.573293236334184837e-03
8.448792632120289170e+01 4.483946718804636411e-03
8.538587013289615868e+01 4.392214969960161856e-03
8.629073991288555590e+01 4.319776787598697196e-03
8.720170257625592569e+01 4.224582799529463632e-03
8.813467502449597646e+01 4.156269360068679496e-03
8.906337411632917167e+01 4.074455336797502478e-03
9.000446216405212851e+01 4.002498270021134091e-03
9.096676346630451349e+01 3.909556399469332408e-03
9.194255046755579031e+01 3.837530853751680484e-03
9.292217040562060504e+01 3.781447075269532641e-03
9.391031530499330415e+01 3.697685759447420350e-03
9.491249077399868384e+01 3.630411895369367679e-03
9.592159205948054534e+01 3.565041631700146315e-03
9.693644349410342897e+01 3.487514797389626268e-03
9.797101074630428741e+01 3.420595198719755727e-03
9.901156470046501568e+01 3.350488087191909065e-03
1.000695866790911879e+02 3.291058432215620850e-03
1.011383546020582429e+02 3.219791089380358642e-03
1.022140036680876705e+02 3.150454197659288691e-03
1.033101878381334444e+02 3.094770385338100997e-03
1.044126055655883221e+02 3.037155137845738012e-03
1.055240663032599571e+02 2.983619935342348567e-03
1.066518765050745543e+02 2.930344010228728112e-03
1.077871610413690320e+02 2.865891021698728502e-03
1.089456045757096661e+02 2.817809815180763715e-03
1.101221890753738535e+02 2.761731755284250415e-03
1.113052178833993509e+02 2.711805214068258637e-03
1.125090331890315269e+02 2.659184129238371941e-03
1.137247902935171453e+02 2.600088543422388650e-03
1.149534793439077589e+02 2.559049401548318340e-03
1.161858934392820402e+02 2.524642988481003766e-03
1.174262473380937735e+02 2.460847401323811804e-03
1.186859890228906238e+02 2.430014504451116601e-03
1.199532836643726483e+02 2.386578750186846114e-03
1.212318595934560221e+02 2.349890135605285559e-03
1.225468633530126965e+02 2.297149273908314932e-03
1.238844146942321203e+02 2.241013792808421376e-03
1.252464137326497138e+02 2.208964038833105027e-03
1.266160617433950364e+02 2.161457154371941320e-03
1.280005998764518438e+02 2.121106291839242649e-03
1.293989832491087668e+02 2.079929199373469883e-03
1.308083587695756194e+02 2.042523030090868680e-03
1.322464417582096701e+02 1.990836021303904121e-03
1.337066830373073572e+02 1.961683088624041355e-03
1.351703852911473689e+02 1.934344883184981479e-03
1.366469972769897083e+02 1.902786539027696020e-03
1.381597717314030547e+02 1.869672912279470457e-03
1.396903426987258285e+02 1.828869954917210737e-03
1.412317065559892342e+02 1.785135924401900923e-03
1.427844267780404266e+02 1.752282777184310369e-03
1.443459280326351006e+02 1.724469119709214722e-03
1.459189239945705197e+02 1.685960245065115139e-03
1.475011803526097651e+02 1.667727856761889657e-03
1.490918220696169101e+02 1.629427810770148416e-03
1.506982395116555153e+02 1.590205978865981895e-03
1.523148638417840459e+02 1.591174960560821526e-03
1.539351947646784140e+02 1.533191865826863702e-03
1.555721112190418296e+02 1.491724291475168048e-03
1.572201742137980887e+02 1.463081111834575645e-03
1.588833702121813189e+02 1.439861741360145327e-03
1.605613837041402121e+02 1.411663719499874460e-03
1.622454729801046085e+02 1.377814576146034519e-03
1.639464880613415971e+02 1.344745413012880244e-03
1.656653111132669380e+02 1.321597940367442211e-03
1.673960296815530739e+02 1.299299920784943154e-03
1.691363015618662757e+02 1.286293494851546010e-03
1.708857300109069399e+02 1.259766038149494035e-03
1.726523421996856769e+02 1.219567122003018759e-03
1.744369139063894636e+02 1.207452455554617818e-03
1.762342248688705695e+02 1.181563386080534137e-03
1.780519593997987897e+02 1.154099471954595857e-03
1.798894802187926416e+02 1.135909322954686699e-03
1.817359740079956794e+02 1.115244804053411136e-03
1.834937025964271413e+02 1.081407602320467098e-03
1.853753520603388267e+02 1.067777363147289589e-03
1.872691956198988237e+02 1.048519224826651797e-03
1.891842000491603244e+02 1.023515930503424327e-03
1.911233833368549995e+02 1.017077266032098823e-03
1.930721632255421696e+02 9.838846762156977770e-04
1.950583732500166150e+02 9.692862037308061810e-04
1.970574582192553237e+02 9.468875399825040125e-04
1.990799644738104632e+02 9.506800329255636140e-04
2.011019709083428779e+02 9.388502778043596739e-04
2.031362410001386252e+02 9.227358582408794543e-04
2.052064285633821896e+02 8.910839667732122459e-04
2.073016885221270229e+02 8.791463302172492986e-04
2.094106167761630388e+02 8.694679818383901741e-04
2.115480287583477548e+02 8.641688631287346200e-04
2.135839311660475630e+02 8.424061262005467284e-04
2.154870416124726091e+02 8.386789340801213384e-04
2.171081189064578041e+02 8.214817483609310493e-04
2.186639793932798739e+02 8.240963089184343091e-04
2.201796694993232677e+02 8.044500241519786593e-04
2.215769045049053148e+02 7.782382418012506785e-04
2.232458551798033852e+02 7.709144263574368083e-04
2.250741788715121459e+02 7.802849695076430163e-04
2.267403383987668519e+02 7.830887809945844685e-04
2.280632126995335511e+02 7.983047540878350414e-04
2.291194926727434336e+02 7.593263550613004028e-04
2.303625440170856962e+02 7.262496478799976892e-04
2.318663156762989672e+02 7.000811917051178931e-04
2.337759894809473735e+02 6.848414796455008866e-04
2.357574020560454358e+02 6.802456282657201592e-04
2.381344238125392678e+02 6.672859398746958581e-04
2.406889681682307867e+02 6.586022842791077348e-04
2.432686131239930774e+02 6.478135702812618966e-04
2.459211973173052286e+02 6.455119713359069780e-04
2.486166464272379812e+02 6.350777895377340788e-04
2.513848035345065171e+02 6.342377440096738086e-04
2.541534676336193570e+02 6.325024184308485195e-04
2.569642846357833719e+02 6.318443814213302876e-04
2.598220981972758068e+02 6.254020650471675763e-04
2.626875764154501667e+02 6.198390377406985457e-04
2.656237663133711635e+02 6.147023730400757828e-04
2.685845909705814165e+02 6.202647569878811610e-04
2.712053033538857107e+02 6.104461067031315222e-04
2.740032590503043366e+02 6.073143925195429848e-04
2.767185124121776312e+02 6.126384996450149082e-04
2.793560502316052521e+02 6.179354418422373972e-04
2.816842461489569587e+02 6.102885372002101599e-04
2.838893623512420845e+02 6.154507945796064547e-04
2.858938394621271186e+02 6.045278591093615527e-04
2.879041088855399266e+02 6.044266623673425366e-04
2.898843088529043257e+02 6.034843919222079552e-04
2.918211424628036070e+02 6.015421027369945248e-04
2.933781412054227076e+02 5.989555323029115749e-04
2.950708011947277782e+02 6.005994283995491796e-04
2.967163714605830478e+02 5.986772245762825252e-04
2.982683289667700137e+02 5.909022781458707308e-04
2.999725255701447963e+02 5.955481364715294957e-04
3.015843895255894722e+02 5.850887303739843752e-04
3.034027634671091960e+02 5.909444290583380516e-04
3.051811705371436005e+02 5.849744941704978574e-04
3.069343372446650164e+02 5.860640407067343885e-04
3.086329726098847459e+02 5.746653090985264249e-04
3.105103639571956933e+02 5.746670115599749338e-04
3.123791989510272629e+02 5.675759815977812067e-04
3.142948778180543172e+02 5.720407858362704101e-04
3.158948779155293209e+02 5.697536195468542401e-04
3.173027183950743506e+02 5.729029975792923092e-04
3.187205007458410932e+02 5.624023810181766857e-04
3.202430975451692348e+02 5.554951703475924027e-04
3.219212123168042012e+02 5.524160848870183311e-04
3.236186835993128170e+02 5.523183006433419204e-04
3.254650278658385218e+02 5.516108819108096924e-04
3.272459507684994833e+02 5.371884120848441878e-04
3.292310518432207687e+02 5.412110226262741106e-04
3.314136223407613215e+02 5.363639148045481813e-04
3.336854931088321337e+02 5.238751673444241603e-04
3.362939483783176229e+02 5.227771309675727099e-04
3.392107594036187947e+02 5.211040107413131024e-04
3.421562636036355229e+02 5.153522643289491995e-04
3.456723832765442808e+02 5.078014938402221866e-04
3.492079883014969823e+02 5.063013340058784189e-04
3.527605117668275057e+02 4.976774626161155259e-04
3.563292690007984902e+02 4.865260977681646953e-04
3.599507423040557228e+02 4.879156859824939599e-04
3.636380714605479625e+02 4.852309947326546597e-04
3.673523069536178696e+02 4.815370184242325521e-04
3.711285258137742176e+02 4.725771997524762908e-04
3.749593895940107586e+02 4.652942354954771168e-04
3.788056312137432542e+02 4.609253304663291561e-04
3.827218916681038081e+02 4.554771654566711807e-04
3.866287151438273781e+02 4.428952054607296547e-04
3.905693734302763005e+02 4.437875744229538761e-04
3.946622754829525093e+02 4.407082760443439546e-04
3.987985242338239686e+02 4.406516237262600054e-04
4.029979299926423550e+02 4.321126508690095801e-04
4.072033997122993014e+02 4.267338547860809422e-04
4.114123113141992008e+02 4.261515911797459917e-04
4.156990517682428958e+02 4.168800202838447602e-04
4.200343600229677463e+02 4.208672539428595866e-04
4.244879620564893798e+02 4.164328465546964062e-04
4.288554573685440801e+02 4.121093553283757937e-04
4.332819976156545749e+02 4.065512180348007220e-04
4.379020728099019948e+02 4.043451758275596708e-04
4.424815765151063829e+02 4.035994485291884907e-04
4.471893006993194604e+02 4.045583899839537791e-04
4.518591860419612658e+02 4.038090621147832969e-04
4.565899074688048813e+02 4.013037079634627457e-04
4.612627041569015773e+02 4.084119555051969001e-04
4.662309364375857967e+02 4.031236823053066781e-04
4.713042084221362984e+02 3.993299621231251187e-04
4.762517320883533216e+02 4.175638176309168833e-04
4.811166783224070969e+02 4.209413434069464140e-04
4.857050061469863635e+02 4.273928221907795605e-04
4.898387861601876239e+02 4.390034739380251484e-04
4.937244137730907028e+02 4.386350878173072361e-04
4.971221486888780419e+02 4.389369110738734216e-04
5.001089254272720837e+02 4.493702620907453083e-04
5.023532908670621282e+02 4.538574944254862315e-04
5.040698626582548059e+02 4.473748700827248387e-04
5.063943531937759985e+02 4.310806892459541199e-04
5.089943439997854284e+02 4.306224881606895223e-04
5.121873171963537743e+02 4.301579742371789620e-04
5.153616509339657341e+02 4.288265155513785966e-04
5.188016063942618530e+02 4.300956558304594598e-04
5.226265832180527013e+02 4.323503162168090505e-04
5.258612623931836652e+02 4.423493619021065114e-04
5.295305114815486149e+02 4.323386149341420658e-04
5.332224591010418635e+02 4.376095776826578851e-04
5.370545064353352700e+02 4.431860474436030641e-04
5.409267572745872030e+02 4.294292131005642650e-04
5.447830200308740132e+02 4.340475222713794778e-04
5.486661356646055765e+02 4.295242197717889592e-04
5.525884460150368795e+02 4.213622450839142586e-04
5.565481671397238870e+02 4.201729792685217021e-04
5.604530004806614443e+02 4.090216807984862427e-04
5.644001175352269684e+02 4.033800865193730499e-04
5.684012289644150542e+02 4.000240663824750553e-04
5.724202983447530642e+02 3.977477817072074808e-04
5.765099686787492601e+02 3.974599720026146987e-04
5.805245769641129527e+02 3.937780192918095335e-04
5.845389714820655627e+02 3.812805703177602574e-04
5.886669966057299916e+02 3.835220190329560025e-04
5.927738408425158241e+02 3.745286383471891300e-04
5.969393790226268948e+02 3.684504675920277444e-04
6.012821391005498981e+02 3.609305529986170879e-04
6.055580217682263537e+02 3.545079877807035310e-04
6.100678038192135091e+02 3.483581227885868621e-04
6.146218984346220395e+02 3.491817059158967580e-04
6.191291699221339968e+02 3.413498112352012621e-04
6.238231155924281666e+02 3.262007959713619158e-04
6.287048797900188220e+02 3.331950202091804093e-04
6.335866882150996844e+02 3.287765094366155300e-04
6.387124982039046017e+02 3.257960621620558262e-04
6.437814037563535976e+02 3.191249705509455496e-04
6.488148331393471153e+02 3.104931525891581161e-04
6.542672535363788029e+02 3.210420848689505245e-04
6.596324986840277234e+02 3.165111159932888188e-04
6.650934919454224428e+02 3.116872099817632048e-04
6.700282159269003159e+02 3.119764391701020274e-04
6.755167456351321107e+02 3.128773153941702867e-04
6.804158501020368703e+02 3.255438766692564725e-04
6.854033514475081574e+02 3.074604379927221832e-04
6.913203674844708075e+02 3.013055164820046010e-04
6.971722392565646942e+02 2.982703590873630908e-04
7.030980112921048431e+02 3.094015562733104562e-04
7.090690441194791447e+02 3.018393853555733329e-04
7.150156107541183701e+02 3.042160058549712412e-04
7.212570919898016655e+02 2.946092033757154497e-04
7.275889361685486847e+02 2.930659074580864985e-04
7.340070698212999787e+02 2.896972313328613968e-04
7.393349488477365412e+02 2.911099987481190459e-04
7.447133608071538902e+02 2.994525347704379663e-04
7.500972718246601971e+02 3.106741368416250952e-04
7.548067454532681495e+02 3.049823353717094360e-04
7.591176478990947771e+02 3.083971586726095789e-04
7.635603270473900466e+02 3.219458675759456767e-04
7.672500691012241987e+02 3.209338942079319559e-04
7.703656552136054643e+02 2.979599691698680414e-04
7.746784870529312457e+02 2.984611320582650673e-04
7.795596280606943083e+02 2.970719459444395752e-04
7.843354270555290668e+02 3.035828077008437026e-04
7.897945431800347933e+02 2.891880093221369311e-04
7.954699805726030490e+02 2.696625821787491592e-04
8.006697217899815087e+02 2.607116199907796947e-04
8.063834558263694134e+02 2.627871576851252143e-04
8.120768604608272199e+02 2.619344214965263376e-04
8.179119028426381419e+02 2.595882364040846715e-04
8.237770627097644365e+02 2.512546205801104832e-04
8.294773769005694248e+02 2.468725385918685636e-04
8.352618165287935881e+02 2.588112311924595579e-04
8.412471965962386093e+02 2.492854006802666038e-04
8.470393093802314297e+02 2.515692461362011457e-04
8.528370280279452800e+02 2.484229847585001550e-04
8.586646453515805888e+02 2.555343010904467067e-04
8.644544802239608998e+02 2.508511741667303146e-04
8.706244440394642652e+02 2.445054020980149908e-04
8.770729081721085549e+02 2.446741982434103577e-04
8.838166551517074367e+02 2.428793729947551622e-04
8.907254285653201578e+02 2.356090281229674017e-04
8.976896465977573598e+02 2.354182185978840312e-04
9.043306425786728369e+02 2.323684639690575589e-04
9.112189923476034892e+02 2.318059076933917163e-04
9.181500318275351447e+02 2.291000296376180555e-04
9.252282926024945482e+02 2.314332763462861235e-04
9.327143569080147927e+02 2.294055651653260138e-04
9.398490550518881719e+02 2.153988199303625108e-04
9.470458846162780446e+02 2.186057050910858034e-04
9.544040345968917336e+02 2.222580694762508688e-04
9.614811044069491572e+02 2.176803687392692783e-04
9.690900493814790480e+02 2.224133070042380849e-04
9.758124315462177947e+02 2.219108875937497141e-04
9.830640750048718246e+02 2.127244022356589430e-04
9.906965529551098371e+02 2.188989505917724831e-04
9.978375600908739216e+02 2.181399385513438003e-04
1.004981612132339819e+03 2.217786285041007906e-04
1.011461466268443360e+03 2.118334053068560055e-04
1.017526311116109582e+03 2.044775996058511365e-04
1.023489202657439705e+03 1.969379527845151049e-04
1.030946631599113061e+03 1.986898600104506252e-04
1.038714779197602638e+03 1.951380450213689038e-04
1.046076387734777427e+03 1.856060993938366379e-04
1.054594506618411060e+03 1.934041150657555554e-04
1.063832201625934886e+03 1.813903248850523694e-04
1.072530674835035143e+03 1.788544467175735148e-04
