# Steps, Time, visc, Nusselt bottom/top, av_T, vrms, surf_rms, surf_max, grav, etamax, etamin
5.959800000000000000e+04 7.155573679689174460e-01 2.446588561072373125e+02 3.152467508817267561e+00 2.983399761984956822e+00 6.685770084965785287e-01 6.188948045569689071e+01 1.112042251321154751e+01 1.322511304532999610e+01 2.435962944857840817e+00 1.948841275024413955e+00 1.265461412319322950e-04
5.969800000000000000e+04 7.164720395295195443e-01 2.540247113564734605e+02 3.172384523749140595e+00 3.028688612569547800e+00 6.687284503669761460e-01 6.237583086632888296e+01 1.216648035686808704e+01 1.441620433197731899e+01 2.532357068289401880e+00 1.954470021431865101e+00 1.249991129158238134e-04
5.979800000000000000e+04 7.173835302912479062e-01 2.655489462681261443e+02 3.195747445006948073e+00 3.082161010465491735e+00 6.688526666491749761e-01 6.296543510544877620e+01 1.346601832363958628e+01 1.589327701142108218e+01 2.647749183973396647e+00 1.959304806843920499e+00 1.234391081045807699e-04
5.989800000000000000e+04 7.182908596581395466e-01 2.801244010135920917e+02 3.222565029374741652e+00 3.146517696557891153e+00 6.689461187981440293e-01 6.372189955991188981e+01 1.511806817918948731e+01 1.776683049216290300e+01 2.797799601174579376e+00 1.961113681280112875e+00 1.217549620832922649e-04
5.999800000000000000e+04 7.191927447733638123e-01 2.991385423350405972e+02 3.254675301527017339e+00 3.225819781453923785e+00 6.690012462574888019e-01 6.471773336396934440e+01 1.727306152777197212e+01 nan 2.982985776563755742e+00 1.957318012035766719e+00 1.198139842189077485e-04
6.009800000000000000e+04 7.200874292972559987e-01 3.247488698063802417e+02 3.294752425545052876e+00 3.326360143584160767e+00 6.690080069881112479e-01 6.610966131624300601e+01 2.016024357763900454e+01 nan 3.247412109806145253e+00 1.970570322201687707e+00 1.175122318863309876e-04
6.019800000000000000e+04 7.209720581496832370e-01 3.603040361057005612e+02 3.346419376776597954e+00 3.458078211676913316e+00 6.689529631795397835e-01 6.809387355728478042e+01 2.411427682747273948e+01 nan 3.603510279368684621e+00 1.972946893277568003e+00 1.147902691458938760e-04
6.029800000000000000e+04 7.218428670647255574e-01 4.107183056746459897e+02 3.415562935181589044e+00 3.636930310532099142e+00 6.688165065676461296e-01 7.100460030232042641e+01 2.959368032969229745e+01 nan 4.108951568560839540e+00 1.971159866466106081e+00 1.115401540807261843e-04
6.039800000000000000e+04 7.226945642333869602e-01 4.820642927741603216e+02 3.510652461734791174e+00 3.887753869558626008e+00 6.685715120996646998e-01 7.525902818147524442e+01 3.708734547539818038e+01 nan 4.834799639574898222e+00 1.980325022891169295e+00 1.075739880223652520e-04
6.049800000000000000e+04 7.235210835550364150e-01 5.787222299950085471e+02 3.643416053761990625e+00 4.245304691046363210e+00 6.681795671562174022e-01 8.111225639646026764e+01 4.677608471968204640e+01 nan 5.802005150617473461e+00 1.982660484855802707e+00 1.029310005519918909e-04
6.059800000000000000e+04 7.243177693719721200e-01 6.962735794295830374e+02 3.824918883993011942e+00 4.744038022648637387e+00 6.675879578943835213e-01 8.816019001146250389e+01 5.785100260411377349e+01 nan 6.980696552687614798e+00 1.985500791755161920e+00 9.800897218506681211e-05
6.069800000000000000e+04 7.250849859162472599e-01 8.147228891960393184e+02 4.057793617820628640e+00 5.381190634867305533e+00 6.667392530282001406e-01 9.484522084661276153e+01 6.801220653161121277e+01 nan 8.176172424082142953e+00 1.976502119626808218e+00 9.380105706388447971e-05
6.079800000000000000e+04 7.258304828732330405e-01 9.043255537998081763e+02 4.329709749279186504e+00 6.070277887217493173e+00 6.655986840652581282e-01 9.899532907161970741e+01 7.438309134540317302e+01 nan 9.028279752190726981e+00 1.965693177965188276e+00 9.122590230303241567e-05
6.089800000000000000e+04 7.265686641195975293e-01 9.447207495931124868e+02 4.615765199296401278e+00 6.672105573214211383e+00 6.641852151974416696e-01 9.943112326688952862e+01 7.561593765465048023e+01 nan 9.367594512203670121e+00 1.963513382628213622e+00 9.058826840055741569e-05
6.099800000000000000e+04 7.273150151189724522e-01 9.356844497076872358e+02 4.882398796515612815e+00 7.094408541677126756e+00 6.625916795594389841e-01 9.657980870738195733e+01 7.245329588804470689e+01 nan 9.440958482188134937e+00 1.958777036981121267e+00 9.161005456664917149e-05
6.109800000000000000e+04 7.280860395700134990e-01 8.887814152904038565e+02 5.117042693220707150e+00 7.324240955584981450e+00 6.608959213877003691e-01 9.117884899754655237e+01 6.663683004418578548e+01 nan 8.988128992522362637e+00 1.975090939203645313e+00 9.374387133639176524e-05
6.119800000000000000e+04 7.288982900364355810e-01 8.174131623860535001e+02 5.312271379228110213e+00 7.387822316842820314e+00 6.591701954828736998e-01 8.429254957150347138e+01 5.951078759461522338e+01 nan 8.263360531276298104e+00 1.970090797216840883e+00 9.682523062492914281e-05
6.129800000000000000e+04 7.297667094089098638e-01 7.323605349480927771e+02 5.460780990213763175e+00 7.316765580804267088e+00 6.574801406146859595e-01 7.673748473662396918e+01 5.187276125262219040e+01 nan 7.394837950940074123e+00 1.974968484798387713e+00 1.010855994930416737e-04
6.139800000000000000e+04 7.307034131993501713e-01 6.419611995771438160e+02 5.556801491436958784e+00 7.137996221000419084e+00 6.558847763801127773e-01 6.913555089474570536e+01 4.419027418043158661e+01 nan 6.464716168975559896e+00 1.971502481962027487e+00 1.068581163115625668e-04
6.149800000000000000e+04 7.317157197404046132e-01 5.533257647444762597e+02 5.593250580599689492e+00 6.875492226736701795e+00 6.544523606007095484e-01 6.203244759781379258e+01 3.677287361890621042e+01 nan 5.553836658401641202e+00 1.975022301156851290e+00 1.145022478278786844e-04
6.159800000000000000e+04 7.328053346433825999e-01 4.719908501641990028e+02 5.576555024459171506e+00 6.553217156312496350e+00 6.532330638888117491e-01 5.580510373705327964e+01 2.990460416457121084e+01 nan 4.693304956265548000e+00 1.941039618820757928e+00 1.242304558361785041e-04
6.169800000000000000e+04 7.339660641278138442e-01 4.019696611281335095e+02 5.499478532840665679e+00 6.196719922042959183e+00 6.522802387446680061e-01 5.079259109515894721e+01 2.377885992061223774e+01 nan 4.021560502348908273e+00 1.938232444669982346e+00 1.356488978952936116e-04
6.179800000000000000e+04 7.351867133426448486e-01 3.446263812885401876e+02 5.385314952391713206e+00 5.830102909533373179e+00 6.516061567106925523e-01 4.700078092256435269e+01 1.853688281948723571e+01 nan 3.448174131247110807e+00 1.941684599314386972e+00 1.486223083221256170e-04
6.189800000000000000e+04 7.364530247702737453e-01 2.993986788108788915e+02 5.250836777362182239e+00 5.472858160218276424e+00 6.512078069042371853e-01 4.435548223519899125e+01 1.420246534262317795e+01 nan 2.992954752329967771e+00 1.957381809215813950e+00 1.625460503085694969e-04
6.199800000000000000e+04 7.377502776522621986e-01 2.645882101219817741e+02 5.109307797590259881e+00 5.138478989760115745e+00 6.510677275697709376e-01 4.267149236622592667e+01 1.074604491155399444e+01 nan 2.636318298056564036e+00 1.939368197778997605e+00 1.767315335349787153e-04
6.209800000000000000e+04 7.390642719225393176e-01 2.381119594065499996e+02 4.969291368475843740e+00 4.835041621290002922e+00 6.511581164126275523e-01 4.174570815042086736e+01 8.107176796979828737e+00 9.902302691477775198e+00 2.373973969108324589e+00 1.933845503830298629e+00 1.904700228809777496e-04
6.219800000000000000e+04 7.403835319553291328e-01 2.179037330273798716e+02 4.836447833679994091e+00 4.565961317549700915e+00 6.514432803041749764e-01 4.135119278151688604e+01 6.186579306420411761e+00 7.601789547201046382e+00 2.169002808017715722e+00 1.950913705264395004e+00 1.960302738849013901e-04
6.229800000000000000e+04 7.416991245703929980e-01 2.021945552654553921e+02 4.711065783917733896e+00 4.331138961071808957e+00 6.518882701572014104e-01 4.132446187996511355e+01 4.854878605657190427e+00 5.998727506140804522e+00 2.011925330535466738e+00 1.957052485636241457e+00 1.960170593092747397e-04
6.239800000000000000e+04 7.430040974781600971e-01 1.896172659475767830e+02 4.593451328307403436e+00 4.128079960763183287e+00 6.524561394646085644e-01 4.153864135983376826e+01 3.954959074663825458e+00 4.915153281174005961e+00 1.883946689120115758e+00 1.958886693659914302e+00 1.959946747850161201e-04
6.249800000000000000e+04 7.442939211480442685e-01 1.792518098934560271e+02 4.482171094406857570e+00 3.952944697258284457e+00 6.531126154019835095e-01 4.190960066225484582e+01 3.360199842140688897e+00 4.200662090697727002e+00 1.783376048024207128e+00 1.930710720864754704e+00 1.959659773268378517e-04
6.259800000000000000e+04 7.455658204516547594e-01 1.705280221073564917e+02 4.375770531192989310e+00 3.801596518322007068e+00 6.538276782346279514e-01 4.238494273524260336e+01 2.960373314072800799e+00 3.721793973014967616e+00 1.695193987241158551e+00 1.948443527613763049e+00 1.959329082500635985e-04
6.269800000000000000e+04 7.468184452537721674e-01 1.631143911936242716e+02 4.271598480511615392e+00 3.670172930287988855e+00 6.545772601530885915e-01 4.292635881449324131e+01 2.696215352948156507e+00 3.406483699239875040e+00 1.625317246631935220e+00 1.956123277417294526e+00 1.958982383695759635e-04
6.279800000000000000e+04 7.480517271547352243e-01 1.567767740175353595e+02 4.169027448586247075e+00 3.555337515230319489e+00 6.553408090457507607e-01 4.351051591391415485e+01 2.520295944558241796e+00 3.196738655789679306e+00 1.560722618626581903e+00 1.954425159161921055e+00 1.958631953681308306e-04
6.289800000000000000e+04 7.492664109921991500e-01 1.513279364356080805e+02 4.068089456165246531e+00 3.454329457575433970e+00 6.560989215021871823e-01 4.410892030649831241e+01 2.413317407490300770e+00 3.072772497828225813e+00 1.506975078554804393e+00 1.961016440901600211e+00 1.958289728319243341e-04
6.299800000000000000e+04 7.504636973787193188e-01 1.466794885691139712e+02 3.966654373023768443e+00 3.364923633397500780e+00 6.568400779758296615e-01 4.470986486534292226e+01 2.351205183406601229e+00 3.003347802735757632e+00 1.466513559860258331e+00 1.958328268737802746e+00 1.957957828145016888e-04
6.309800000000000000e+04 7.516447267186623371e-01 1.427652218386849370e+02 3.865621583226319657e+00 3.285359496918378586e+00 6.575520966913731558e-01 4.530883911848093248e+01 2.325333684212812280e+00 2.979948726245699397e+00 1.428111138152220461e+00 1.947221236661150767e+00 1.957631222777531381e-04
6.319800000000000000e+04 7.528104363335191840e-01 1.395756648077077102e+02 3.764065180119656517e+00 3.214243967687335335e+00 6.582273147193098417e-01 4.590295989125716858e+01 2.316317298389536816e+00 2.970940466792034940e+00 1.408564443103630381e+00 1.958772271813780552e+00 1.957292416672673974e-04
6.329800000000000000e+04 7.539614275439130431e-01 1.371049055285059808e+02 3.663837154964354248e+00 3.150475584845309651e+00 6.588561164655818425e-01 4.649724258860660342e+01 2.330422692598791645e+00 2.994020886861856301e+00 1.378031855623719659e+00 1.961655203440656248e+00 1.956961065560081352e-04
6.339800000000000000e+04 7.550985569891054405e-01 1.353327476665996869e+02 3.565816639991695958e+00 3.093138750111508628e+00 6.594301003857314658e-01 4.708963241833365743e+01 2.360819872701843014e+00 3.036676349285820642e+00 1.357586057886769337e+00 1.954641961816170781e+00 1.956628164303677675e-04
6.349700000000000000e+04 7.562109469365976278e-01 1.342649467983026170e+02 3.470058007446074733e+00 3.041499758218882743e+00 6.599478437311125933e-01 4.769031684321267051e+01 2.404792876751148167e+00 3.095512819054612397e+00 1.345339493567366373e+00 1.958636406224332882e+00 1.956289470279085584e-04
6.359700000000000000e+04 7.573213275167764991e-01 1.339039839241772256e+02 3.377312656737121443e+00 2.994958018381022047e+00 6.604090431141524942e-01 4.831089001571060493e+01 2.460364715360423116e+00 3.167875295181250106e+00 1.343697946203132876e+00 1.957173525315094587e+00 1.955939689383972180e-04
6.369700000000000000e+04 7.584182547730862201e-01 1.342420233400414986e+02 3.289360796891733330e+00 2.953015669048688174e+00 6.608138578911124661e-01 4.896179770022366284e+01 2.526251609900866058e+00 3.252248183227549383e+00 1.347401228343188428e+00 1.952118458561237446e+00 1.955576795777562492e-04
6.379700000000000000e+04 7.595013493951998651e-01 1.352569594678438136e+02 3.207681462860551225e+00 2.915255191337228879e+00 6.611645883918481070e-01 4.965035444862294867e+01 2.601585854454095958e+00 3.347556126846761515e+00 1.357368384133215367e+00 1.950388032856780418e+00 1.955203164151495053e-04
6.389700000000000000e+04 7.605700904903778259e-01 1.369021136907809364e+02 3.134162598465057847e+00 2.881321106659752829e+00 6.614641307356861066e-01 5.037812797917396779e+01 2.685559262182633411e+00 3.452693314632120369e+00 1.366506885769272372e+00 1.953769528797542732e+00 1.954811980235885284e-04
6.399700000000000000e+04 7.616240526167495917e-01 1.391142894667285361e+02 3.069282741626246924e+00 2.850901970334724922e+00 6.617189079520096051e-01 5.114718812014924509e+01 2.777732445658763538e+00 3.567144572349906007e+00 1.389472938045848149e+00 1.955403014650359150e+00 1.954408449412936750e-04
6.409700000000000000e+04 7.626628010383249556e-01 1.418222989321907619e+02 3.013508230709855518e+00 2.823726977757368584e+00 6.619373219798097008e-01 5.195021408979975064e+01 2.877598855217181395e+00 3.690243155617616289e+00 1.416822019910988217e+00 1.955995566052971979e+00 1.953997207520789684e-04
6.419700000000000000e+04 7.636861713271163588e-01 1.449341247888804958e+02 2.967380752460323734e+00 2.799553176168225299e+00 6.621267665219259246e-01 5.277610078371170488e+01 2.984587808985692092e+00 3.821284875025746430e+00 1.448119496970672104e+00 1.955950387554189263e+00 1.921483348889698036e-04
6.429700000000000000e+04 7.646942526152596953e-01 1.483453015842101195e+02 2.930906885018525365e+00 2.778162902686066360e+00 6.622948792648858385e-01 5.360828505026852753e+01 3.098076539041111577e+00 3.959510094547430192e+00 1.482317021537455926e+00 1.955458612765767157e+00 1.878203537421016382e-04
6.439700000000000000e+04 7.656874884446792651e-01 1.519444453610435346e+02 2.903650729274505515e+00 2.759360255189631239e+00 6.624499541250462586e-01 5.442469813286643898e+01 3.219846310708045056e+00 4.104771247125633238e+00 1.517786613828142395e+00 1.922053052021928332e+00 1.834709990956641954e-04
6.449700000000000000e+04 7.666665618390245962e-01 1.556122808963611419e+02 2.884803654191751221e+00 2.742967656210254290e+00 6.625986519700940436e-01 5.520724717252659275e+01 3.344159155265068240e+00 4.254491640693444765e+00 1.554241339971383029e+00 1.919894881822374000e+00 1.791619597020641032e-04
6.459700000000000000e+04 7.676326571196343540e-01 1.592432964711478007e+02 2.873405344858206867e+00 2.728822990207510735e+00 6.627458468337572572e-01 5.593251814788130361e+01 3.472865531385639137e+00 4.408874129751383819e+00 1.590328930818168507e+00 1.916787017010049388e+00 1.749600930904489696e-04
6.469700000000000000e+04 7.685872714649110149e-01 1.627457665772100768e+02 2.868403608346394407e+00 2.716783585625917041e+00 6.628941645584998099e-01 5.658554026787501101e+01 3.602212627389182575e+00 4.566339726144746258e+00 1.626183371031639124e+00 1.948840048315819473e+00 1.709361883257837916e-04
6.479700000000000000e+04 7.695321272808048896e-01 1.660602282163068821e+02 2.867993525641236552e+00 2.706728051475455921e+00 6.630506649858450841e-01 5.715534479132874424e+01 3.737731372890666925e+00 4.727816479302544117e+00 1.668142822723748919e+00 1.945648373489908156e+00 1.671625361008945219e-04
6.489700000000000000e+04 7.704690205786809409e-01 1.691443763772579700e+02 2.871603801073257856e+00 2.698550552816780801e+00 6.632170666800671910e-01 5.763196923024551666e+01 3.876212509581988819e+00 4.892205744420740743e+00 1.699038432179178937e+00 1.945342706739981775e+00 1.636978574176476526e-04
6.499700000000000000e+04 7.713998059812539054e-01 1.719737602650704957e+02 2.878330100453130758e+00 2.692160473162478418e+00 6.633941508272791499e-01 5.801737399682833285e+01 4.017223902252600176e+00 5.059001888104966760e+00 1.727442366434841281e+00 1.948901528729694910e+00 1.604109746786573816e-04
6.509700000000000000e+04 7.723262054392445730e-01 1.745488384823047738e+02 2.887173271525796281e+00 2.687481406600074063e+00 6.635829156465824497e-01 5.831647247141111023e+01 4.160709605572100678e+00 5.228142608396288082e+00 1.753367441449922293e+00 1.952107771796118385e+00 1.574715480442900818e-04
6.519700000000000000e+04 7.732497731972858279e-01 1.768921702136296403e+02 2.897370506441443005e+00 2.684448529454813492e+00 6.637836406738950590e-01 5.853961789915788216e+01 4.306832351815717885e+00 5.399825206918998255e+00 1.777046377754425199e+00 1.954390904005674612e+00 1.548828860549169770e-04
6.529700000000000000e+04 7.741718573445920404e-01 1.790408444076172430e+02 2.909497712723196905e+00 2.683005461502027345e+00 6.639929655995547852e-01 5.869760132997553370e+01 4.456187236218879910e+00 5.574750931666568654e+00 1.788372124181390799e+00 1.955102901506489577e+00 1.526332972144259497e-04
6.539700000000000000e+04 7.750934041807008290e-01 1.810466689226351491e+02 2.921572791215686138e+00 2.683104039670822782e+00 6.642133491631316833e-01 5.881026758023566003e+01 4.609149798987286495e+00 5.753515117790950484e+00 1.808551092637752822e+00 1.953704809931203767e+00 1.505641153851266145e-04
6.549700000000000000e+04 7.760150972838866235e-01 1.829618923450175316e+02 2.933525794849171309e+00 2.684700554813149065e+00 6.644441570931196583e-01 5.889257799329541143e+01 4.766705617694770858e+00 5.937160784377836897e+00 1.827861925269028021e+00 1.950019636677834844e+00 1.487190055952178759e-04
6.559700000000000000e+04 7.769373665213185065e-01 1.848336711420723191e+02 2.945328451272025916e+00 2.687755178728509886e+00 6.646840325237601821e-01 5.895766557898718929e+01 4.929922115902314772e+00 6.126942694967647540e+00 1.846775300801758002e+00 1.944233762014023759e+00 1.471122253174730909e-04
6.569700000000000000e+04 7.778604307256148376e-01 1.867036167285228601e+02 2.956948283899575092e+00 2.692232660192968030e+00 6.649315748725439512e-01 5.901588375378290863e+01 5.100082268351959769e+00 6.324370471610185618e+00 1.865704413146441754e+00 1.947831638046167102e+00 1.456945728187478432e-04
6.579700000000000000e+04 7.787843586799115814e-01 1.886077032207683146e+02 2.968371229531471478e+00 2.698103963594213894e+00 6.651853517327036558e-01 5.907486910402122504e+01 5.278672382021098564e+00 6.531186840582126507e+00 1.885004315698848076e+00 1.952636371284824257e+00 1.443611017511139049e-04
6.589700000000000000e+04 7.797091197661275563e-01 1.905777118269809591e+02 2.979600604870424441e+00 2.705348778989304925e+00 6.654439173884432179e-01 5.914006098791653443e+01 5.467386390905343951e+00 6.749397771204876939e+00 1.904986442663592072e+00 1.954807182374931340e+00 1.430184325744782636e-04
6.599700000000000000e+04 7.806346193163712366e-01 1.926431089627716062e+02 2.990655096096827670e+00 2.713958642575268865e+00 6.657058259365736808e-01 5.921533798165470586e+01 5.668148971981497475e+00 6.981345674676289192e+00 1.925937281495571973e+00 1.953568793544975701e+00 1.417729722110666407e-04
6.609700000000000000e+04 7.815607203710279727e-01 1.948326987617422219e+02 3.001568365183551634e+00 2.723940429285111264e+00 6.659696383719678758e-01 5.930355225701472932e+01 5.883158959738821636e+00 7.229445724792042505e+00 1.948134626499502975e+00 1.948723616940004622e+00 1.406070059211412128e-04
6.619700000000000000e+04 7.824872562663779396e-01 1.971758917348002456e+02 3.012389601887209167e+00 2.735320067988849857e+00 6.662339249356271642e-01 5.940689150135517593e+01 6.114954858869875665e+00 7.496620557400730078e+00 1.971859934359482036e+00 1.944572033293419100e+00 1.394903764552770612e-04
6.629700000000000000e+04 7.834140382433772976e-01 1.997037402488877547e+02 3.023184133492704095e+00 2.748146476481587275e+00 6.664972636515558158e-01 5.952709543476780851e+01 6.366506184210739328e+00 7.786273375689361842e+00 1.997408482712129008e+00 1.951791606044995353e+00 1.382529851651510941e-04
6.639700000000000000e+04 7.843408609451425484e-01 2.024499988504723547e+02 3.034033641725535801e+00 2.762495897234590103e+00 6.667582351487226777e-01 5.966558771407279949e+01 6.641337790662102059e+00 8.102504532500796941e+00 2.025100183704402035e+00 1.954907799107128863e+00 1.370817789713249957e-04
6.649700000000000000e+04 7.852675073319858035e-01 2.054524860490117248e+02 3.045036027146670765e+00 2.778477015966051233e+00 6.670154131725876123e-01 5.982358403315650719e+01 6.943699276571332568e+00 8.450212952042750914e+00 2.055294135603300987e+00 1.951726375855133311e+00 1.359739026914422188e-04
6.659700000000000000e+04 7.861937534165486241e-01 2.087550390784370791e+02 3.056305345984622335e+00 2.796237461008110436e+00 6.672673497101049289e-01 6.000222871997740981e+01 7.278798370010587604e+00 8.835188508958045972e+00 2.088410033014650669e+00 1.944514729350134363e+00 1.347833489335039444e-04
6.669700000000000000e+04 7.871193722938251147e-01 2.124103912142775528e+02 3.067972494437668729e+00 2.815972533690007218e+00 6.675125532408567874e-01 6.020280246936397361e+01 7.653126934579260521e+00 9.264789749557834853e+00 2.124959443276265958e+00 1.954004106650665484e+00 1.335697345727835360e-04
6.679700000000000000e+04 7.880441337685731851e-01 2.164843662543073037e+02 3.080187481329025534e+00 2.837937294225427287e+00 6.677494572970842368e-01 6.042703307120701339e+01 8.074921834172913648e+00 9.748583062390496323e+00 2.165589005953409085e+00 1.953789000543522558e+00 1.324287816441115507e-04
6.689700000000000000e+04 7.889677402949862861e-01 2.210616390769379223e+02 3.093123884821342262e+00 2.862462060253297302e+00 6.679763618107144030e-01 6.067751731995741693e+01 8.554794107533504999e+00 1.029839298275008730e+01 2.211129641511671462e+00 1.947241014028575634e+00 1.311819585960058670e-04
6.699700000000000000e+04 7.898899056868867730e-01 2.262520067569682851e+02 3.106685988470114790e+00 2.889978971847248168e+00 6.681919240956071260e-01 6.096083025949197776e+01 9.106353690609546803e+00 1.092964618358951512e+01 2.271771986795382503e+00 1.956291155302759988e+00 1.299220666794176913e-04
6.709700000000000000e+04 7.908102979452953374e-01 2.322197760451564648e+02 3.121174681234435866e+00 2.921056451213888572e+00 6.683947889463883740e-01 6.128021195982376668e+01 9.749194739701348311e+00 1.166463558400490541e+01 2.326435422886676374e+00 1.945917329233137760e+00 1.286853510671696844e-04
6.719700000000000000e+04 7.917288192774409872e-01 2.391743288893576391e+02 3.138442260614910939e+00 2.956459012852400647e+00 6.685789062303955088e-01 6.163454098335253661e+01 1.051232167419238195e+01 1.253169374711960593e+01 2.372895768914510928e+00 1.955356718921047010e+00 1.272953869114689892e-04
6.729700000000000000e+04 7.926452779965382778e-01 2.473990976202468062e+02 3.157488551788889986e+00 2.997245108468374220e+00 6.687429024217537155e-01 6.206241496896959831e+01 1.142377812534499881e+01 1.357071574504871592e+01 2.468175862444751623e+00 1.955248446186873101e+00 1.259346578459080278e-04
6.739700000000000000e+04 7.935588715212011923e-01 2.573657713416605475e+02 3.178443426453703147e+00 3.044859379566098756e+00 6.688852062955195077e-01 6.257159174841624605e+01 1.254064866309836290e+01 1.484178120679170299e+01 2.565315848008045574e+00 1.951123272466775083e+00 1.244200682263796288e-04
6.749700000000000000e+04 7.944690319162637238e-01 2.697280586387631729e+02 3.202815293491133364e+00 3.101391621994031400e+00 6.689991041291767360e-01 6.320533018378399248e+01 1.393781035760331477e+01 1.642875915139808995e+01 2.689836049512349003e+00 1.951754174342323678e+00 1.227718460952039706e-04
6.759700000000000000e+04 7.953746516052543347e-01 2.855124417217754171e+02 3.231122255242285135e+00 3.169897265256456098e+00 6.690802807391891260e-01 6.403022384058601801e+01 1.572786132645592971e+01 1.845725315476854078e+01 2.854843710887394970e+00 1.957729121585650045e+00 1.209869188038518323e-04
6.769700000000000000e+04 7.962744102028443960e-01 3.063149607135954398e+02 3.265471668570587571e+00 3.255031589873359277e+00 6.691202450138397095e-01 6.513282543403961711e+01 1.808397402122851005e+01 nan 3.061684718546731965e+00 1.967592978427775252e+00 1.189518789368636866e-04
6.779700000000000000e+04 7.971661346510640067e-01 3.346139209791149369e+02 3.308603443897480290e+00 3.364029194391443323e+00 6.691084404707468014e-01 6.667700502746539826e+01 2.126398051765676911e+01 nan 3.345995016991897941e+00 1.964121241604856127e+00 1.165736632563787979e-04
6.789700000000000000e+04 7.980467902397254676e-01 3.742345248292995166e+02 3.364980112264013723e+00 3.508441337089649004e+00 6.690292898273546562e-01 6.891112973737887160e+01 2.564416967260351043e+01 nan 3.742238537189777059e+00 1.972251863025038965e+00 1.137951635794026315e-04
6.799700000000000000e+04 7.989121106093448610e-01 4.305830645776462120e+02 3.441220562278254125e+00 3.706719799587833819e+00 6.688611173310961000e-01 7.219929038589482673e+01 3.171211229455230907e+01 nan 4.310261040011624800e+00 1.981170039519380532e+00 1.103596041611833400e-04
6.809700000000000000e+04 7.997564062458895062e-01 5.097076537550524904e+02 3.546662105509970520e+00 3.986992622078881610e+00 6.685738497327146090e-01 7.695767514186221092e+01 3.991438037003813832e+01 nan 5.119831933602134733e+00 1.979951282716915228e+00 1.060822333982559546e-04
6.819700000000000000e+04 8.005737908228656163e-01 6.142263069076682314e+02 3.693960594239819706e+00 4.386159258223842450e+00 6.681243339010112248e-01 8.329155914819682494e+01 5.021188052596077256e+01 nan 6.165502300281721304e+00 1.984912937875921823e+00 1.012981803358969907e-04
6.829700000000000000e+04 8.013606670466844051e-01 7.352278900050800985e+02 3.892133060084088214e+00 4.932532251599997863e+00 6.674567484682210061e-01 9.045618532012470325e+01 6.133625838111356643e+01 nan 7.371507771560566802e+00 1.982148102495040254e+00 9.646430360613050109e-05
6.839700000000000000e+04 8.021195842278182608e-01 8.479797781023377183e+02 4.139383737782888595e+00 5.600428449896222460e+00 6.665169644203818855e-01 9.658611742608871964e+01 7.059741755605764979e+01 nan 8.513750890041851704e+00 1.978632373361678409e+00 9.264296822150780929e-05
6.849700000000000000e+04 8.028608421827354569e-01 9.235744145650813834e+02 4.419857414292312825e+00 6.277806926497296658e+00 6.652830073456953430e-01 9.962683804257468978e+01 7.539166453916675437e+01 nan 9.215004406296191775e+00 1.960273678258413366e+00 9.065894545121400724e-05
6.859700000000000000e+04 8.035997574828738221e-01 9.476084386585069979e+02 4.704556116784506692e+00 6.829694575970554737e+00 6.637982205551764547e-01 9.899400733601962088e+01 7.507753107406708182e+01 nan 9.542700640894086206e+00 1.970290969502163314e+00 9.070067609748391551e-05
6.869700000000000000e+04 8.043516061352848912e-01 9.250977290237649413e+02 4.960530158048824134e+00 7.190237987290165833e+00 6.621652907158408485e-01 9.515822614505430010e+01 7.088876252640186237e+01 nan 9.341367793605822811e+00 1.949667881203247966e+00 9.206810578493717940e-05
6.879700000000000000e+04 8.051335881584094079e-01 8.690081897052793920e+02 5.183637166986962086e+00 7.364206948956764975e+00 6.604510154848211023e-01 8.917421384079479196e+01 6.452864579424958436e+01 nan 8.783877479218059392e+00 1.972773159417679834e+00 9.460892532461432139e-05
6.889700000000000000e+04 8.059618247990034678e-01 7.921250700299722212e+02 5.365194559264560681e+00 7.381961411193879385e+00 6.587276403585847762e-01 8.199056164488196430e+01 5.716790095803548866e+01 nan 8.005442889844482934e+00 1.967297752292580970e+00 9.798226274559787335e-05
6.899700000000000000e+04 8.068504664879398991e-01 7.044080014722567284e+02 5.498066086844643152e+00 7.273945115216269741e+00 6.570587406477874648e-01 7.434509542011194583e+01 4.946048352800559655e+01 nan 7.107519914719868659e+00 1.972304709463031935e+00 1.026676475787204361e-04
6.909700000000000000e+04 8.078103896092447833e-01 6.137022525261539840e+02 5.575860635243678587e+00 7.065796559383780817e+00 6.555063261820741616e-01 6.683726358683836111e+01 4.181855931622634159e+01 nan 6.175942921280364040e+00 1.978831530246592640e+00 1.090331738298131039e-04
6.919700000000000000e+04 8.088470670750770308e-01 5.267296776554753706e+02 5.594554753527937407e+00 6.781308241145595161e+00 6.541351830193993244e-01 5.997168763891837528e+01 3.454719718621457503e+01 nan 5.275030558221248889e+00 1.939081460856864059e+00 1.172863902678651453e-04
6.929700000000000000e+04 8.099603729140637531e-01 4.485013963220285405e+02 5.558731786635746630e+00 6.444870826589480295e+00 6.529930492513690288e-01 5.409993050928777336e+01 2.786947477486984681e+01 nan 4.487194132155169157e+00 1.940596644323851816e+00 1.274841593064762963e-04
6.939700000000000000e+04 8.111413881170018714e-01 3.824117932338351693e+02 5.467168458429246591e+00 6.082263654541476328e+00 6.521273031708352264e-01 4.946033571744091262e+01 2.201203977825202784e+01 nan 3.826625465314309693e+00 1.935986078678554767e+00 1.395661748935928112e-04
