# Time VRMS
7.441864424279108334e+02 4.412726821233030317e-04
7.469225040841045029e+02 4.434748129370042423e-04
7.496470391096755748e+02 4.408392322914213399e-04
7.523947391878309645e+02 4.385468255008494252e-04
7.551518574788237856e+02 4.343506400474450167e-04
7.578913523373817043e+02 4.358504455169782857e-04
7.606304172192110400e+02 4.327732587071212757e-04
7.633677048786992145e+02 4.371119063972307727e-04
7.661199035948103528e+02 4.391820086994840965e-04
7.688690102465604923e+02 4.359178585048325118e-04
7.716507716643270669e+02 4.351443220900166517e-04
7.744382550546740731e+02 4.406963139818884188e-04
7.771823383729035868e+02 4.339327963075612776e-04
7.799767437341737377e+02 4.349734000865868098e-04
7.827500103483299654e+02 4.441793665295176784e-04
7.855170110662963907e+02 4.383311659398986780e-04
7.883022845915937751e+02 4.317950425487013873e-04
7.911013207712101121e+02 4.364900831839181312e-04
7.938952712060805652e+02 4.359780046131254256e-04
7.967302544343809814e+02 4.369700931649632240e-04
7.995081863050365882e+02 4.228894557696556006e-04
8.023870397242893659e+02 4.238833542805567215e-04
8.052820027538676868e+02 4.307414923119441425e-04
8.081363164126325955e+02 4.184335862697709132e-04
8.110674685427150052e+02 4.206232352462495783e-04
8.139635447109760662e+02 4.232988720598986976e-04
8.169171839584379313e+02 4.348805241327574969e-04
8.197303825549954581e+02 4.247529830033286132e-04
8.225709978459240119e+02 4.244782449531698328e-04
8.254702905415632586e+02 4.207733474266998680e-04
8.283762282376205803e+02 4.170964618792542366e-04
8.312960997058020212e+02 4.163505938166136753e-04
8.342322036813131945e+02 4.208210521294517849e-04
8.371661645647259320e+02 4.170813278174376648e-04
8.401600372663402823e+02 4.109589162400286767e-04
8.431442271109970079e+02 4.050062359513542849e-04
8.461446723224751167e+02 4.013931526509340454e-04
8.491948063887139142e+02 4.004743975346689217e-04
8.521907057832463579e+02 4.031797382518734619e-04
8.552281319585478059e+02 4.000472528617307947e-04
8.582420070259859131e+02 3.953039092698584149e-04
8.612536224602330321e+02 3.894106644194290619e-04
8.643632490799935795e+02 3.949102459127495262e-04
8.674380197339012284e+02 3.864790958115168259e-04
8.705430972259190412e+02 3.822792374614341596e-04
8.736784797496388819e+02 3.776758488306257476e-04
8.768078059741561674e+02 3.645384282901162885e-04
8.800492630502674274e+02 3.679245225021089043e-04
8.832998340197965490e+02 3.674216321318632297e-04
8.865364083216300060e+02 3.637550533811329044e-04
8.897769454100216535e+02 3.551029811032239340e-04
8.931023470630209431e+02 3.525605278567845672e-04
8.964506409431725160e+02 3.430754635628672686e-04
8.997693169741858128e+02 3.337960276204512012e-04
9.032334718268581355e+02 3.304827718450100500e-04
9.065262820265417076e+02 3.417276325852964310e-04
9.098274684435563131e+02 3.243557576049284114e-04
9.132396290788892657e+02 3.281287907453914339e-04
9.165978801703622594e+02 3.257608869336234671e-04
9.199884599998144949e+02 3.269880963214919140e-04
9.234222644385815784e+02 3.168044266117204621e-04
9.269165931050156360e+02 3.147808651113720977e-04
9.303936984039504523e+02 3.047902639773893054e-04
9.340710247182693138e+02 3.129821334091695685e-04
9.376647673820061755e+02 2.985084180633105957e-04
9.415069883610698298e+02 3.027500310215487330e-04
9.453726898670635137e+02 2.965574363901294090e-04
